CodeCIS;CodeCIP7;Libelle_presentation;Statut_administratif;Etat_commercialisation;date_commercialisation;codeCIP13;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max
69542779;3585685;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;03/10/2002;3400935856852;oui;65%;54,91;55,93;1,02
69543678;3552473;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 0,5  ml;Présentation active;Déclaration de commercialisation;28/09/2001;3400935524737;oui;65%;22,94;23,96;1,02
69543888;3006942;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/08/2017;3400930069424;non;100%;155,42;156,44;1,02
69544246;3015748;1 flacon(s) polytéréphtalate (PET) de 300 ml avec gobelet(s) doseur(s) polypropylène;Présentation active;Déclaration de commercialisation;23/09/2019;3400930157480;oui;15%;2,67;3,69;1,02
69544933;3204654;1 flacon(s) polyéthylène haute densité (PEHD) de 250  ml;Présentation active;Déclaration de commercialisation;19/02/1978;3400932046546;oui;15%;2,90;3,92;1,02
69546215;3584817;1 tube(s) polypropylène de 16 comprimé(s);Présentation active;Déclaration de commercialisation;04/11/2004;3400935848178;oui;65%;1,16;2,18;1,02
69548383;3614441;plaquette(s) PVC-Aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;19/05/2003;3400936144415;oui;65%;5,14;6,16;1,02
69548383;3731201;plaquette(s) PVC-Aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;24/04/2009;3400937312011;oui;65%;14,54;17,30;2,76
69548508;2752000;3 flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s);Présentation active;Déclaration de commercialisation;14/10/2013;3400927520006;oui;100%;2,379,08;2,380,10;1,02
69549631;3002727;2 stylo(s) prérempli(s) en verre de 0,3 ml dans une boite en plastique et dans un emballage extérieur;Présentation active;Déclaration de commercialisation;09/05/2017;3400930027271;oui;65%;60,55;61,57;1,02
69550690;3019043;24 sachet(s) polytéréphtalate (PET) aluminium polyéthylène de 10 ml;Présentation active;Déclaration de commercialisation;09/06/2020;3400930190432;oui;15%;2,02;3,04;1,02
69552232;3833700;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;04/07/2008;3400938337006;oui;65%;10,88;11,90;1,02
69552499;3481069;1 flacon(s) polyéthylène de 12 ml avec compte-gouttes;Présentation active;Déclaration de commercialisation;26/04/2000;3400934810695;oui;30%;2,66;3,68;1,02
69553238;3471444;plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;25/02/2011;3400934714443;oui;65%;14,89;17,65;2,76
69553238;3550876;plaquette(s) thermoformée(s) PVC-aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;05/03/2009;3400935508768;oui;65%;5,01;6,03;1,02
69556750;3442738;plaquette(s) PVC polyéthylène basse densité (PEBD) PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;20/04/1998;3400934427381;oui;65%;8,53;9,55;1,02
69556818;3915881;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;25/01/2010;3400939158815;oui;65%;4,79;5,81;1,02
69556818;3915912;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;18/02/2010;3400939159126;oui;65%;14,19;16,95;2,76
69557432;3815464;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/08/2008;3400938154641;oui;65%;5,29;6,31;1,02
69557432;3815493;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;05/08/2008;3400938154931;oui;65%;15,76;18,52;2,76
69559248;3288622;4 sachet(s) papier kraft aluminium polyéthylène de 73,69 g;Présentation active;Déclaration de commercialisation;01/01/1999;3400932886227;oui;65%;8,43;9,45;1,02
69559554;3647854;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;07/10/2004;3400936478541;oui;65%;3,52;4,54;1,02
69559554;3724230;plaquette(s) thermoformée(s) PVC-Aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;17/09/2009;3400937242301;oui;65%;10,13;12,89;2,76
69562874;3675945;4 sachet(s) papier polyéthylène aluminium copolymère d'éthylène de 1 dispositif(s);Présentation active;Déclaration de commercialisation;02/05/2006;3400936759459;oui;65%;8,82;9,84;1,02
69562970;3380977;4 tube(s) polypropylène de 15 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/1995;3400933809775;oui;65%;5,29;6,31;1,02
69565055;2762613;flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s);Présentation active;Déclaration de commercialisation;17/01/2019;3400927626135;oui;65%;20,610,10;20,611,10;1,02
69565621;3085244;2 plaquette(s) PVC aluminium de 10 gélule(s);Présentation active;Déclaration de commercialisation;19/04/1967;3400930852446;oui;65%;2,88;3,90;1,02
69567729;3014411;1 stylo prérempli en verre de 0,8 ml avec tampon(s) alcoolisé(s);Présentation active;Déclaration de commercialisation;19/10/2018;3400930144114;oui;65%;234,79;235,81;1,02
69567729;3014412;2 stylos préremplis en verre de 0,8 mL avec tampons alcoolisés;Présentation active;Déclaration de commercialisation;19/10/2018;3400930144121;oui;65%;468,39;469,41;1,02
69568222;3477978;1 tube(s) polypropylène de 100 comprimé(s);Présentation active;Déclaration de commercialisation;19/03/1999;3400934779787;oui;65%;44,03;45,05;1,02
69568788;3535701;plaquette(s) PVC-Aluminium polyéthylène PVDC de 50 comprimé(s);Présentation active;Déclaration de commercialisation;12/03/2001;3400935357014;oui;65%;7,14;8,16;1,02
69571802;3267040;1 tube(s) aluminium de 30 g;Présentation active;Déclaration de commercialisation;19/09/1986;3400932670406;oui;30%;2,74;3,76;1,02
69572441;3886010;1 récipient(s) unidose(s) polyéthylène de 20 g;Présentation active;Déclaration de commercialisation;19/03/2009;3400938860108;oui;30%;2,17;3,19;1,02
69575220;3084931;1 flacon(s) en verre jaune(brun) avec fermeture de sécurité enfant de 200 ml avec gobelet(s) doseur(s);Présentation active;Déclaration de commercialisation;19/01/1936;3400930849316;non;30%;2,00;3,02;1,02
69577958;3016339;5 plaquette(s) aluminium OPA : polyamide orienté PVC-Aluminium de 6 gélule(s);Présentation active;Déclaration de commercialisation;05/09/2019;3400930163399;oui;100%;160,22;161,24;1,02
69579980;3815174;1 seringue(s) préremplie(s) en verre de 0,3 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;01/09/2008;3400938151749;oui;65%;152,17;153,19;1,02
69581821;3783327;60 sachet(s) papier aluminium polyéthylène;Présentation active;Déclaration de commercialisation;03/05/2007;3400937833271;oui;65%;356,36;357,38;1,02
69581846;3959186;1 seringue(s) préremplie(s) en verre sécurisée de 0,3 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;05/05/2010;3400939591865;oui;65%;38,03;39,05;1,02
69584073;3192307;30 sachet(s) papier kraft aluminium polyéthylène de 3,76 g;Présentation active;Déclaration de commercialisation;19/09/1977;3400931923077;oui;30%;3,37;4,39;1,02
69584073;3192313;60 sachet(s) papier kraft aluminium polyéthylène de 3,76 g;Présentation active;Déclaration de commercialisation;19/09/1977;3400931923138;oui;30%;5,99;7,01;1,02
69585499;4989887;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/01/2012;3400949898879;oui;65%;4,13;5,15;1,02
69585499;4989901;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;22/11/2021;3400949899012;non;65%;11,49;14,25;2,76
69586252;3016892;1 flacon(s) polyéthylène haute densité (PEHD) de 60 comprimé(s);Présentation active;Déclaration de commercialisation;04/02/2020;3400930168929;oui;100%;2,610,64;2,611,66;1,02
69586423;3769468;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;22/08/2007;3400937694681;oui;65%;3,69;4,71;1,02
69586423;3771264;plaquette(s) PVC PVDC aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;03/06/2009;3400937712644;oui;65%;10,13;12,89;2,76
69586658;3006796;60 plaquette(s) PVC polyéthylène PVDC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;22/12/2016;3400930067963;oui;100%;384,45;385,47;1,02
69588470;3949874;plaquette(s) PVC-Aluminium de 5 comprimé(s);Présentation active;Déclaration de commercialisation;20/06/2011;3400939498744;oui;65%;8,73;9,75;1,02
69588545;3515928;10 ampoule(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;02/08/2002;3400935159281;oui;30%;12,41;13,43;1,02
69590076;3963093;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2011;3400939630939;oui;65%;3,64;4,66;1,02
69590076;3963130;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/11/2011;3400939631301;oui;65%;10,53;13,29;2,76
69590806;3000122;3 plaquette(s) thermoformée(s) PVC de 10 comprimé(s);Présentation active;Déclaration de commercialisation;20/08/2015;3400930001226;oui;100%;62,61;63,63;1,02
69591915;3556169;plaquette(s) PVC polyéthylène aluminium-ACLAR de 2 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2008;3400935561695;oui;65%;3,69;4,71;1,02
69591915;3556175;plaquette(s) PVC polyéthylène aluminium-ACLAR de 6 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2008;3400935561756;oui;65%;10,67;11,69;1,02
69591915;3778295;plaquette(s) PVC polyéthylène aluminium-ACLAR de 12 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2008;3400937782951;oui;65%;21,28;22,30;1,02
69592294;3984586;1 flacon(s) en verre jaune(brun) de 200 ml avec gobelet(s) doseur(s);Présentation active;Déclaration de commercialisation;03/01/2011;3400939845869;oui;30%;2,00;3,02;1,02
69593873;2668883;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/10/2015;3400926688837;oui;65%;3,64;4,66;1,02
69593873;2668966;flacon(s) polyéthylène haute densité (PEHD) de 90 comprimé(s);Présentation active;Déclaration de commercialisation;13/10/2017;3400926689667;oui;65%;10,53;13,29;2,76
69593873;3000773;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/10/2015;3400930007730;oui;65%;10,53;13,29;2,76
69594306;3595293;1 flacon(s) polyéthylène haute densité (PEHD) de 110 g avec seringue(s) pour administration orale avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;01/10/2002;3400935952936;oui;100%;186,77;187,79;1,02
69594377;2669032;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/09/2013;3400926690328;oui;65%;3,75;4,77;1,02
69594377;2669049;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;05/09/2013;3400926690496;oui;65%;10,85;13,61;2,76
69594548;3597872;plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;20/12/2002;3400935978721;oui;65%;2,88;3,90;1,02
69596691;3012409;15 plaquettes  PVC PVDC aluminium de 8 gélules (120 gélules en conditionnements multiples (3 x 40));Présentation active;Déclaration de commercialisation;12/02/2019;3400930124093;oui;100%;891,63;892,65;1,02
69597074;3462758;plaquette(s) thermoformée(s) aluminium PVC de 56 comprimé(s);Présentation active;Déclaration de commercialisation;23/10/2012;3400934627583;oui;65%;138,33;139,35;1,02
69599253;2775923;28 plaquette(s) PVC PVDC aluminium avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;07/09/2015;3400927759239;oui;65%;24,29;25,31;1,02
69602023;4196431;plaquette(s) PVC-Aluminium de 5 comprimé(s);Présentation active;Déclaration de commercialisation;05/03/2012;3400941964312;oui;65%;8,73;9,75;1,02
69604750;3017206;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;23/09/2019;3400930172063;oui;65%;25,94;26,96;1,02
69606819;3405246;1 flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s);Présentation active;Déclaration de commercialisation;05/12/2016;3400934052460;non;65%;5,44;6,46;1,02
69606819;3413004;1 flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s);Présentation active;Déclaration de commercialisation;19/09/1997;3400934130045;oui;65%;2,72;3,74;1,02
69606865;3200805;plaquette(s) aluminium PVC nylon de 100 comprimé(s);Présentation active;Déclaration de commercialisation;19/05/1980;3400932008056;oui;65%;6,05;7,07;1,02
69607230;3020866;2 seringue(s) préremplie(s) en verre de 0,68 ml (conditionnement multiple);Présentation active;Déclaration de commercialisation;14/06/2021;3400930208663;oui;65%;870,66;871,68;1,02
69608841;3358771;1 flacon(s) en verre de 62 mg;Présentation active;Déclaration de commercialisation;19/02/1993;3400933587710;oui;100%;21,05;22,07;1,02
69610664;3022029;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);Présentation active;Déclaration de commercialisation;03/05/2021;3400930220290;oui;100%;3,387,32;3,388,34;1,02
69612398;3696410;3 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;01/03/2006;3400936964105;oui;65%;5,51;6,53;1,02
69612398;3696427;9 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;25/01/2007;3400936964273;oui;65%;15,61;18,37;2,76
69612658;3016471;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;17/06/2019;3400930164716;oui;65%;23,60;24,62;1,02
69612658;3016472;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;17/06/2019;3400930164723;oui;65%;46,79;47,81;1,02
69613703;2678350;1 seringue(s) préremplie(s) en verre avec adaptateur;Présentation active;Déclaration de commercialisation;29/04/2020;3400926783501;oui;100%;640,07;641,09;1,02
69614207;3386514;plaquette(s) thermoformée(s) aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;19/11/1996;3400933865146;oui;65%;45,81;46,83;1,02
69618515;3097187;1 flacon(s) en verre - 1 ampoule(s) en verre de 2  ml;Présentation active;Déclaration de commercialisation;19/04/1961;3400930971871;oui;65%;1,88;2,90;1,02
69620719;3394011;1 flacon(s) polyéthylène de 60 comprimé(s);Présentation active;Déclaration de commercialisation;19/02/1998;3400933940119;oui;65%;5,29;6,31;1,02
69621899;2694314;plaquette(s) PVC-Aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;03/05/2013;3400926943141;oui;65%;1,88;2,90;1,02
69622809;3797714;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;22/08/2007;3400937977142;oui;65%;3,69;4,71;1,02
69622809;3797720;plaquette(s) PVC PVDC aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;11/05/2009;3400937977203;oui;65%;10,13;12,89;2,76
69624532;3529853;plaquette(s) PVC-Aluminium PVDC de 14 comprimé(s);Présentation active;Déclaration de commercialisation;23/10/2002;3400935298539;oui;15%;1,92;2,94;1,02
69624646;3011485;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;03/04/2019;3400930114858;oui;65%;14,49;15,51;1,02
69624646;3013999;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;03/04/2019;3400930139998;oui;65%;41,01;43,77;2,76
69627140;3959335;1 seringue(s) préremplie(s) en verre sécurisée de 0,3 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;24/06/2010;3400939593357;oui;65%;188,40;189,42;1,02
69627877;3953479;plaquette(s) thermoformée(s) PVC PVDC aluminium de 3 comprimé(s);Présentation active;Déclaration de commercialisation;02/05/2010;3400939534794;oui;65%;8,17;9,19;1,02
69630186;3040891;plaquette(s) PVC aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;19/01/1947;3400930408919;oui;65%;1,43;2,45;1,02
69633353;3012212;1 seringue préremplie à 2 compartiments de 130 mg de poudre et de 1 ml de solvant avec système de sécurité;Présentation active;Déclaration de commercialisation;25/06/2018;3400930122129;oui;65%;271,68;272,70;1,02
69634836;3312148;plaquette(s) thermoformée(s) aluminium de 8  comprimé(s);Présentation active;Déclaration de commercialisation;19/11/1988;3400933121488;oui;65%;4,52;5,54;1,02
69636132;3187861;2 seringue(s) préremplie(s) en verre de 0,2 ml montée avec aiguille;Présentation active;Déclaration de commercialisation;19/03/1978;3400931878612;oui;65%;2,63;3,65;1,02
69638464;2789635;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2019;3400927896354;oui;65%;1,67;2,69;1,02
69638464;3008180;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/03/2019;3400930081808;oui;65%;1,67;2,69;1,02
69638464;3015307;30 plaquette(s) PVC-Aluminium PVDC de 1 comprimé(s);Présentation active;Déclaration de commercialisation;25/11/2019;3400930153079;oui;65%;1,67;2,69;1,02
69641318;3695103;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/06/2007;3400936951037;oui;65%;5,29;6,31;1,02
69642982;3005982;1 seringue préremplie en copolymère de cyclooléfines de 1,315 ml  (200 mg/ml) avec 2 aiguille(s);Présentation active;Déclaration de commercialisation;06/02/2017;3400930059821;oui;65%;612,78;613,80;1,02
69643237;3355330;plaquette(s) PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;19/02/1997;3400933553302;oui;65%;4,32;5,34;1,02
69643760;3809848;1 flacon(s) en verre jaune(brun) de150 ml avec fermeture de sécurité enfant avec seringue(s) matière plastique;Présentation active;Déclaration de commercialisation;02/10/2008;3400938098488;oui;30%;2,23;3,25;1,02
69643899;3281258;1 tube(s) polyéthylène dioxyde de titane de 40  g;Présentation active;Déclaration de commercialisation;19/03/1986;3400932812585;non;30%;2,14;3,16;1,02
69644015;3011877;30 plaquette(s) thermoformée(s) aluminium de 1 comprimé(s) (dose unitaire);Présentation active;Déclaration de commercialisation;12/11/2019;3400930118771;oui;65%;155,22;156,24;1,02
69645380;4900224;plaquette(s) PVC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;06/06/2018;3400949002245;oui;65%;5,04;6,06;1,02
69645380;4900225;plaquette(s) PVC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;06/06/2018;3400949002252;oui;65%;14,99;17,75;2,76
69645626;4188213;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;06/07/2012;3400941882135;oui;65%;6,58;7,60;1,02
69645626;4188236;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;06/07/2012;3400941882364;oui;65%;13,11;14,13;1,02
69646557;3845548;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;02/08/2011;3400938455489;oui;65%;3,71;4,73;1,02
69646557;4177913;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;26/07/2011;3400941779138;oui;65%;11,50;14,26;2,76
69649126;3429229;1 flacon(s) pulvérisateur(s) polyéthylène de 15  ml avec pompe doseuse avec embout nasal;Présentation active;Déclaration de commercialisation;01/02/1999;3400934292293;oui;30%;7,47;8,49;1,02
69649845;3515360;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;03/10/2000;3400935153609;oui;30%;2,32;3,34;1,02
69650566;3016359;plaquettes PVC PVDC aluminium polyester polytéréphtalate (PET) avec fermeture de sécurité enfant de 30 comprimés;Présentation active;Déclaration de commercialisation;14/12/2020;3400930163597;oui;15%;9,02;10,04;1,02
69652396;3438524;"14 comprimés roses + 14 comprimés jaunes sous plaquette thermoformée (PVC/aluminium) ; boîte de 1";Présentation active;Déclaration de commercialisation;01/05/1998;3400934385247;oui;65%;5,94;6,96;1,02
69653644;3004460;4 seringue(s) préremplie(s) en verre dans stylo pré-rempli avec aiguille(s);Présentation active;Déclaration de commercialisation;03/10/2016;3400930044605;oui;65%;550,92;551,94;1,02
69654116;4157282;plaquette(s) PVC PVDC aluminium de 2 comprimé(s);Présentation active;Déclaration de commercialisation;28/11/2019;3400941572821;oui;65%;9,84;10,86;1,02
69654116;4170383;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;28/11/2019;3400941703836;oui;65%;29,12;31,88;2,76
69656583;3002286;56 plaquette(s) PVC-Aluminium de 1 gélule(s);Présentation active;Déclaration de commercialisation;12/02/2016;3400930022863;oui;65%;21,06;22,08;1,02
69658075;3389866;2 plaquette(s) PVDC PVC-Aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;27/09/1996;3400933898663;oui;65%;11,87;12,89;1,02
69658214;3015074;7 plaquettes prédécoupées unitaires  OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé;Présentation active;Déclaration de commercialisation;10/12/2018;3400930150740;oui;65%;2,12;3,14;1,02
69658214;3015076;28 plaquettes prédécoupées unitaires OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé;Présentation active;Déclaration de commercialisation;10/12/2018;3400930150764;oui;65%;8,09;9,11;1,02
69661235;2784193;20 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;29/03/2018;3400927841934;oui;65%;1,33;2,35;1,02
69661235;2784201;flacon(s) polyéthylène de 20 comprimé(s);Présentation active;Déclaration de commercialisation;25/07/2018;3400927842016;oui;65%;1,33;2,35;1,02
69661235;3021386;plaquette(s) PVC PVDC aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;08/06/2021;3400930213865;oui;65%;1,33;2,35;1,02
69662344;3816802;plaquette(s) aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;17/12/2008;3400938168020;oui;65%;31,28;32,30;1,02
69663414;3007769;3 plaquette(s) PVC aluminium de 1 gélule(s);Présentation active;Déclaration de commercialisation;02/05/2017;3400930077696;oui;100%;3,563,44;3,564,46;1,02
69666321;3332369;plaquette(s) PVC-Aluminium de 14 gélule(s);Présentation active;Déclaration de commercialisation;19/01/1992;3400933323691;oui;65%;7,32;8,34;1,02
69666976;3613708;1 flacon(s) en verre brun de 20  comprimé(s);Présentation active;Déclaration de commercialisation;24/04/2009;3400936137080;oui;65%;3,09;4,11;1,02
69668450;3545906;20 récipient(s) unidose(s) polyéthylène de 0,35 ml;Présentation active;Déclaration de commercialisation;21/01/2002;3400935459060;oui;65%;2,81;3,83;1,02
69668482;3627188;plaquette(s) thermoformée(s) PVC PVDC aluminium de 7  gélule(s);Présentation active;Déclaration de commercialisation;18/04/2011;3400936271883;oui;65%;34,53;35,55;1,02
69668482;3628087;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30  gélule(s);Présentation active;Déclaration de commercialisation;18/04/2011;3400936280878;oui;65%;138,48;139,50;1,02
69668703;3279066;1 flacon(s) en verre jaune(brun) de 16 g avec embout(s) avec compte-gouttes polyéthylène acétate de polyvinyle;Présentation active;Déclaration de commercialisation;19/03/1986;3400932790661;oui;15%;1,88;2,90;1,02
69671845;3404287;1 flacon(s) en verre brun de 8 comprimé(s);Présentation active;Déclaration de commercialisation;01/12/1998;3400934042874;oui;65%;23,92;24,94;1,02
69673102;3817782;plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;13/09/2010;3400938177824;oui;65%;16,13;17,15;1,02
69673433;3017611;plaquette(s) polyamide aluminium PVC-Aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;01/09/2020;3400930176115;oui;65%;7,42;8,44;1,02
69674026;2193121;plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;21/06/2012;3400921931211;oui;65%;40,49;41,51;1,02
69675822;3002610;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;04/04/2016;3400930026106;oui;65%;17,42;18,44;1,02
69677556;3827970;1 flacon(s) en verre brun de 30 ml avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène;Présentation active;Déclaration de commercialisation;19/05/2008;3400938279702;oui;65%;5,11;6,13;1,02
69677556;3827987;1 flacon(s) en verre brun de 60 ml avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène;Présentation active;Déclaration de commercialisation;19/05/2008;3400938279870;oui;65%;10,14;11,16;1,02
69677556;3828018;1 flacon(s) en verre brun de 120 ml avec seringue(s) pour administration orale polyéthylène basse densité (PEBD) polystyrène;Présentation active;Déclaration de commercialisation;19/05/2008;3400938280180;oui;65%;20,23;21,25;1,02
69678277;3630871;12 plaquette(s) polyamide aluminium PVC de 10 comprimé(s);Présentation active;Déclaration de commercialisation;14/03/2005;3400936308718;oui;100%;129,71;130,73;1,02
69681469;3005777;2 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2017;3400930057773;oui;100%;565,02;566,04;1,02
69681469;3005779;6 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2017;3400930057797;oui;100%;1,626,35;1,627,37;1,02
69684369;3017726;plaquette(s) PVC PVDC aluminium papier avec fermeture de sécurité enfant de 1 capsule(s);Présentation active;Déclaration de commercialisation;27/03/2020;3400930177266;oui;100%;24,01;25,03;1,02
69688620;3007979;1 seringue préremplie en verre  de 0,5 ml + 2 aiguilles;Présentation active;Déclaration de commercialisation;03/04/2018;3400930079799;oui;65%;34,27;35,29;1,02
69693507;3873473;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;24/11/2015;3400938734737;oui;30%;10,92;11,94;1,02
69694541;3018171;plaquette(s) thermoformée(s) aluminium PVC-Aluminium de 14 suppositoire(s);Présentation active;Déclaration de commercialisation;04/02/2021;3400930181713;oui;65%;22,97;23,99;1,02
69695547;3784249;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;13/07/2007;3400937842495;oui;65%;3,64;4,66;1,02
69699257;3848185;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;17/09/2008;3400938481853;oui;65%;3,64;4,66;1,02
69699257;3848239;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;17/09/2008;3400938482393;oui;65%;10,53;13,29;2,76
69699339;3250097;plaquette(s) thermoformée(s) PVC-Aluminium de 20  comprimé(s);Présentation active;Déclaration de commercialisation;19/09/1984;3400932500970;oui;65%;5,18;6,20;1,02
69699613;3756276;plaquette(s) PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;23/06/2009;3400937562768;oui;30%;10,92;11,94;1,02
69700033;3233420;1 flacon(s) en verre brun de 30 ml avec seringue(s) pour administration orale;Présentation active;Déclaration de commercialisation;19/10/1980;3400932334209;oui;65%;3,88;4,90;1,02
