Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
74224;ACÉTATE DE SOMATOSTATINE HYDRATÉ;7,06 mg;poudre;une ampoule;SA;1
74372;BRIGATINIB;90 mg;comprimé;un comprimé;SA;1
74405;PÉRAMPANEL;12 mg;comprimé;un comprimé;SA;1
74419;BROMHYDRATE DE PRASUGREL;12,17 mg;comprimé;un comprimé;SA;1
74460;FOSTAMATINIB DISODIQUE HEXAHYDRATÉ;126,2 mg;comprimé;un comprimé;SA;1
74522;CICLÉSONIDE;0,10 mg;solution;une dose mesurée;SA;1
74523;VESPA CRABRO POUR PRÉPARATIONS HOMÉOPATHIQUES;8 DH;granuléss;un comprimé;SA;21
74539;TEINTURE DE PARTIE AÉRIENNE DE PASSIFLORE;3 mL;solution;30 mL de solution buvable;SA;2
74569;DOBUTAMINE BASE;250 mg;solution;une ampoule;FT;1
74572;RACINE D'HARPAGOPHYTON;435 mg;gélule;une gélule;SA;1
74618;LEVISTICUM OFFICINALE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
74694;ISPAGHUL (GRAINE D'), TÉGUMENT DE LA;2,1430 g;poudre;un sachet-dose;SA;1
74734;DACTYLIS GLOMERATA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
74746;OSÉLTAMIVIR;75 mg;gélule;une gélule;FT;1
74765;PHOSPHATE DE CODÉINE HÉMIHYDRATÉ;30 mg;comprimé;un comprimé;SA;2
74786;VIBRIO CHOLERAE OGAWA 50, BIOTYPE CLASSIQUE, INACTIVÉ PAR LE FORMALDÉHYDE;31,25 * 10^9 bactéries;suspension;3 ml;SA;4
74798;CLOZAPINE;100 mg;comprimé;un comprimé;SA;1
74801;DIACÉTATE DE MIDÉCAMYCINE;400 mg;comprimé;un comprimé;SA;1
74810;SYMPHYTUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
74856;SOLUTION DE (S)-LACTATE DE SODIUM;4,48 g;compartiment B;1000 ml de solution tampon;SA;6
74919;CORIFOLLITROPINE ALFA ;150 µg;solution;0,5 ml de solution injectable;SA;1
74929;ALIROCUMAB ;75 mg;solution;un stylo prérempli de 1 ml;SA;1
75000;IRIS TENAX POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
75106;BLATTA ORIENTALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
75140;IBRUTINIB;140 mg;gélule;une gélule;SA;1
75145;GÉLATINE FLUIDE MODIFIÉE ;4 g;solution;100 ml de solution;SA;1
75172;MONAZITE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml de solution injectable;SA;18
75210;CHLORHYDRATE DE MILNACIPRAN;25 mg;gélule;une gélule;SA;1
75216;CINABRE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH (crème à 4 %);crème;un sachet de 5 g;SA;21
75247;NATRUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 ml de solution;SA;17
75272;PRÊLE (TIGE DE) (POUDRE DE);250 mg;gélule;une gélule;SA;1
75550;JUGLANS CINEREA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 ml;SA;18
75576;CARBOLICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une dose de 1 ml;SA;18
75648;ACIDE URIDINE-5' TRIPHOSPHORIQUE SEL TRISODIQUE ANHYDRE;2 mg;solution;une ampoule;FT;1
75804;HYDROTALCITE;1,000 g;suspension;un sachet-dose de 10 ml;SA;1
75817;AZÉLASTINE;0,0910 g;solution;100 ml;FT;1
76007;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 23F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;2,2 microgrammes de polyoside pneumococcique;suspension;une dose (0,5 ml);SA;13
76015;SIEGESBECKIA ORIENTALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un dispositif;SA;18
76051;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
76057;NICORANDIL;20 mg;comprimé;un comprimé;SA;1
76058;POUMON HISTAMINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
76119;LOPÉRAMIDE BASE;1,86 mg;gélule;une gélule;FT;1
76126;AXE CORTICO-HYPOTHALAMIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une ampoule de 5 ml;SA;18
76172;JASPE VERT POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon de 30 ml;SA;18
76196;PEGINTERFÉRON ALFA-2A ;90 micrcrogrammes;solution;0,50 ml de solution;SA;1
76288;ARTICAÏNE BASE;60,277 mg;solution;une cartouche de 1,7 ml;FT;1
76406;THYROTROPINE ALFA;0,9 mg;poudre;un flacon;SA;1
76541;LANTHANE;1000 mg;comprimé;un comprimé;FT;1
76556;PENTÉTRÉOTIDE;10 microgrammes;poudre;un flacon;SA;1
76589;ENTÉCAVIR;1 mg;comprimé;un comprimé;FT;1
76594;ÉRYSIMUM (SOMMITÉ FLEURIE D') (EXTRAIT FLUIDE DE);2,400 g;sirop;100 g de sirop;SA;2
76621;RURIOCTOCOG ALFA PÉGOL ;2000 UI;poudre;un flacon;SA;1
76703;LUTROPINE ALFA ;450 UI;solution;un stylo prérempli;SA;2
76710;DEXMÉDÉTOMIDINE;4 microgrammes;solution;1 mL;FT;1
76742;BOULEAU;51 mg;gélule;une gélule;SA;3
76840;MOXONIDINE;0,2 mg;comprimé;un comprimé;SA;1
76900;MONILIA ALBICANS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une ampoule de 2 ml;SA;18
76906;BUXUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;un comprimé;SA;18
76959;LYCOPUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;une dose;SA;14
76996;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 5 (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;5
77060;DIACÉRÉINE;50 mg;gélule;une gélule;SA;1
77086;TACROLIMUS;1 mg;gélule;une gélule;FT;1
77311;CÉFÉPIME (DICHLORHYDRATE DE) MONOHYDRATÉ;1,202 g;poudre;un flacon de 1,923 g;SA;1
77385;CONVALLARIA MAJALIS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
77402;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 7F CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;2,2 microgrammes de polyoside pneumococcique;suspension;une dose (0,5 ml);SA;7
77405;CYCLOPHOSPHAMIDE ANHYDRE;50 mg;comprimé;un comprimé;FT;1
77447;DUPILUMAB ;300 mg;solution;un stylo préremplie de 2 mL de solution;SA;1
77470;BUROSUMAB ;10 mg;solution;un flacon de 1 mL de solution;SA;1
77479;RALTITREXED;2 mg;poudre;un flacon;SA;1
77579;CLOFAZIMINE;50,00 mg;capsule;une capsule;SA;1
77642;TRIFOLIUM PRATENSE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
77682;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/HONG KONG/2671/2019 (H3N2) - SOUCHE ANALOGUE (A/HONG KONG/2671/2019, IVR-208) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;2
77742;ABACAVIR (SULFATE D');23,4 mg;solution;1 ml de solution;SA;1
77753;ALBUMINE HUMAINE IODÉE [125 I] ;360 kBq (à la date de calibration);solution;1,7 ml;SA;1
77804;CERTOLIZUMAB PÉGOL ;200 mg;solution;1 ml;SA;1
77837;VERTEBRES DORSALES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
77887;CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE;200 000 UI;pommade;100 g de pommade;SA;1
77898;IOVERSOL;741 mg;solution;100 ml;SA;2
77907;BELLADONNA RADIX DECOCTE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4%);crème;un comprimé;SA;22
77921;CORTEX SURRENAL POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml;SA;18
77956;MÉCASERMINE RECOMBINANTE;10 mg;solution;1 ml;SA;1
77978;SEVORANE;100 mL;liquide;100 mL de liquide pour inhalation par vapeur;SA;1
78167;FACTEUR VII DE COAGULATION HUMAIN ;180 - 480 UI;poudre;un flacon;SA;2
78225;ELAPS CORALLINUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 ml de solution injectable;SA;18
78279;CASPOFUNGINE (ACÉTATE DE) ;77,7 mg;poudre;1 flacon;SA;1
78303;SÉNÉ DE L'INDE OU DE TINNEVELLY (FRUIT DE);6,74 - 13,15 g;granuléss;100 g de granuléss;SA;13
78319;DRONÉDARONE (CHLORHYDRATE DE);426 mg;comprimé;un comprimé;SA;1
78337;SOUS-CITRATE DE BISMUTH POTASSIQUE;140 mg;gélule;une gélule;SA;1
78429;CÉLIPROLOL;200 mg;comprimé;un comprimé;FT;1
78513;CHLORHYDRATE DE VALACICLOVIR MONOHYDRATÉ;584 mg;comprimé;un comprimé;SA;1
78568;GÉFITINIB;250 mg;comprimé;un comprimé;SA;1
78578;FOSFOMYCINE;4 g;poudre;un flacon;FT;1
78606;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTANIQUE;5 microgrammes polyoside de Neisseria meningitidis de groupe W135 pr une dose de 0,5 ml de solution;poudre;une dose de 0,5 ml de solution;SA;3
78635;SÉRUM DE YERSIN POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
78778;LIGAMENTS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un suppositoire;SA;18
78780;ZICONOTIDE;100 microgrammes;solution;1 ml de solution;FT;1
78782;TÉRIPARATIDE ;20 microgrammes;solution;une dose de 80 microlitres;SA;1
78789;SACUBITRIL;48,6 mg;comprimé;un comprimé;FT;1
78801;CHEIRANTHUS CHEIRI POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
78884;AGRIMONIA EUPATORIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml de solution à diluer pour perfusion;SA;18
78915;QUINAGOLIDE;0,0750 mg;comprimé;un comprimé;FT;1
78924;OXALATE D'ESCITALOPRAM;12,78 mg;comprimé;un comprimé;SA;1
78950;IBERIS AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
78975;ZOLMITRIPTAN;2,5 mg;comprimé;un comprimé;SA;1
78983;BOTHROPS LANCEOLATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
78993;MÉTRÉLEPTINE ;3 mg;poudre;un flacon;SA;1
79003;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 4 (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;4
79004;HERACLEUM SPHONDYLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
79027;HYDRASTIS CANADENSIS, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
79100;HYPOPHYSINE L.P. POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
79140;CITRUS DECUMANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH et 30CH et 4DH et 60DH;comprimé;100 ml;SA;18
79172;PEROXYDE D'HYDROGÈNE;1,5 g;solution;100 ml;SA;1
79190;PROCARBAZINE;50,0 mg;gélule;une gélule;FT;1
79194;NAPHTALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
79196;POUDRE DE FEUILLE D'ORTHOSIPHON;325 mg;gélule;une gélule;SA;1
79270;CHLORHYDRATE DE RALOXIFÈNE;60 mg;comprimé;un comprimé;SA;1
79480;ACAMPROSATE CALCIQUE;333 mg;comprimé;un comprimé;SA;1
79481;AZTRÉONAM;75 mg;poudre;un flacon de poudre;FT;1
79482;CIPROFLOXACINE (CHLORHYDRATE DE);200 mg;solution;un flacon de 100 ml;SA;1
79486;NIMODIPINE;0,010 g;solution;un flacon;SA;1
79487;NIZATIDINE;150 mg;gélule;une gélule;SA;1
79507;TRASTUZUMAB EMTANSINE ;100 mg;poudre;1 flacon;SA;1
79537;CHLORHYDRATE DE LYSINE;3,4 g;compartiment 1 : acides aminés et électrolytes;300 ml;SA;11
79556;HAMAMÉLIS DE VIRGINIE (FEUILLE D') (EXTRAIT SEC DE);91,43 mg;comprimé;un comprimé;SA;8
79558;VIBURNUM (ÉCORCE) (EXTRAIT SEC D');12,50 mg;comprimé;un comprimé;SA;11
79562;LORMÉTAZÉPAM;2 mg;comprimé;un comprimé;SA;1
79568;OXYDE DE MAGNÉSIUM LOURD;124,35 mg;comprimé;un comprimé;SA;3
79569;OXYDE DE MAGNÉSIUM LÉGER;3,5 g;poudre;un sachet;SA;2
79576;MACROGOL 3350;8,5 g;poudre;un sachet;SA;1
79591;CITRATE D'IXAZOMIB;4,3 mg;gélule;une gélule;SA;1
79594;NITRATE D'OMOCONAZOLE;1 g;crème;100 g de crème;SA;1
79597;EXTRAIT DE BOULEAU (SEC);95 mg;comprimé;un comprimé;SA;2
79600;CÉFUROXIME AXÉTIL;150 mg;granuléss;une seringue pour administration orale de 5 ml;SA;1
79780;DL-ALPHA-HYDROXYMÉTHIONINATE DE CALCIUM;59,00 mg;comprimé;un comprimé;SA;21
79794;CAPSAÏCINE;25 mg;gel;un tube de 100 g;FT;1
79803;PHYTOLAQUE (TEINTURE DE);0,3 g;pommade;100 g de pommade;SA;2
79853;CHLORHYDRATE DE NALOXONE DIHYDRATÉ;16,48 mg;comprimé;un comprimé;SA;2
79856;SILICE COLLOÏDALE;0,2500 g;solution;100 ml de solution buvable;SA;1
79918;CHALCOPYRITE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
79933;ANTIGÈNES DE SURFACE DU VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE A/CAMBODIA/E0826360/2020 (H3N2) - SOUCHE ANALOGUE (A/CAMBODIA/E0826360/2020 IVR-224) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;2
79968;TARTRATE DE RASAGILINE;1,44 mg;comprimé;un comprimé;SA;1
79972;LUMASIRAN;94,5 mg;solution;un flacon de 0,5 mL de solution;FT;1
79977;SENECIO AUREUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2,31 mL (10 DH);solution;30 mL de solution;SA;8
79988;ÉRYSIMUM (EXTRAIT SEC D');0,300 g;sirop;100 ml de sirop;SA;8
80008;DRYOPTERIS FILIX-MAS, SPORAE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
80102;MONTÉLUKAST;4 mg;granuléss;un sachet-dose;FT;1
80114;ADALIMUMAB ;40 mg;solution;0,8 ml de solution;SA;1
80150;INSULINE DÉTÉMIR ;100 Unités;solution;1 ml;SA;1
80180;NÉVIRAPINE ANHYDRE;400 mg;comprimé;un comprimé;SA;1
80185;ACÉTATE DE MAGNÉSIUM TÉTRAHYDRATÉ;0,910 g;émulsion;1000 ml;SA;21
80352;GENISTA SCOPARIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
80413;PEMBROLIZUMAB ;25 mg;solution;1 ml de solution;SA;1
80429;BENZOYL MERCAPTOACÉTYL TRIGLYCINE;1 mg;poudre;un flacon;SA;1
80432;PRASUGREL (CHLORHYDRATE DE);10,98 mg;comprimé;un comprimé;SA;1
80439;MOROCTOCOG ALFA ;250 UI;poudre;une seringue préremplie;SA;1
80441;EPHEDRA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;1 ml (4 DH);solution;30 ml de solution;SA;9
80443;EQUISETUM HIEMALE POUR PRÉPARATIONS HOMÉOPATHIQUES;0,02 ml (6 DH);granuléss;un tube de granuléss de 4 g;SA;2
80457;TAFAMIDIS MÉGLUMINE;20 mg;capsule;une capsule;SA;1
80476;CHLORHYDRATE DE DULOXÉTINE;67,35 mg;gélule;une gélule;SA;1
80547;ORIGANUM VULGARE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une seringue préremplie;SA;18
80755;PHOSPHATE DE TÉNOFOVIR DISOPROXIL;291,22 mg;comprimé;un comprimé;SA;2
80839;EQUISETUM ARVENSE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;8 DH;granuléss;un comprimé;SA;21
80889;FLUVASTATINE;20 mg;gélule;une gélule;FT;1
80945;ROLAPITANT;90 mg;comprimé;un comprimé;FT;1
80958;BENRALIZUMAB ;30 mg;solution;un stylo prérempli de 1 mL;SA;1
80978;BROMURE D'IPRATROPIUM ANHYDRE;0,5 mg;solution;un récipient unidose de 2 ml;FT;1
80991;CHLORMÉTHINE;160 microgrammes;gel;1 g de gel;FT;1
81058;SOMATROPINE ;8 mg;poudre;un flacon;SA;1
81234;LÉVOFLOXACINE;500 mg;comprimé;un comprimé;FT;1
81266;BEZLOTOXUMAB ;25 mg;solution;1 mL de solution;SA;1
81405;MANGANUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (4 DH);solution;30 ml de solution buvable en gouttes;SA;3
81406;STILLINGIA SYLVATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;18
81461;CINACALCET;30 mg;comprimé;un comprimé;FT;1
81476;VIGABATRINE;500 mg;comprimé;un comprimé;SA;1
81521;FHBP DE LA SOUS-FAMILLE B DE NEISSERIA MENINGITIDIS DE SÉROGROUPE B ;60 microgrammes;suspension;une dose de 0,50 ml;SA;2
81523;FUMETERRE (PARTIE AÉRIENNE DE) (EXTRAIT FLUIDE DE);0,0173 g;solution;100 ml;SA;9
81549;NICOTINE-BÉTADEX (COMPLEXE);17,10 mg;comprimé;un comprimé;SA;1
81599;CADMIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 g;SA;18
81626;MIGLUSTAT;100 mg;gélule;une gélule;SA;21
81646;PYROLUSITE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;une ampoule;SA;18
81716;CLODRONATE DE SODIUM TÉTRAHYDRATÉ;649,73 mg;comprimé;un comprimé;SA;1
81723;LOMITAPIDE;10 mg;gélule;une gélule;FT;1
81742;ROMIPLOSTIM ;250 microgrammes;poudre;0,5 ml de solution reconstituée;SA;1
81834;TIBOLONE;2,50 mg;comprimé;un comprimé;SA;1
81904;BIMATOPROST;0,3 mg;collyre;1 ml;SA;1
81962;SAFINAMIDE;50 mg;comprimé;un comprimé;FT;1
82102;ZINCUM OXYDATUM POUR PRÉPARATIONS HOMÉOPATIQUES;6,67 mg (3 CH);comprimé;un comprimé;SA;3
82142;BCG (BACILLES DE CALMETTE-GUÉRIN), MYCOBACTÉRIUM BOVIS, SOUCHE DANOISE 1331, VIVANTE ATTÉNUÉE;2-8 x 10^5 UFC;poudre;une dose de 0,1 ml;SA;1
82189;PÉLARGONIUM (EXTRAIT SEC DE RACINE DE);20 mg;comprimé;un comprimé;SA;1
82218;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 33 ;20 microgrammes;suspension;une dose de 0,5 ml;SA;6
82348;PAZOPANIB;200 mg;comprimé;un comprimé;FT;1
82384;CÉFUROXIME;50 mg;poudre;un flacon;FT;1
82404;NICKEL;0,0726 mg;solution;une ampoule de 2 ml;FT;2
82447;DABIGATRAN ÉTEXILATE BASE;150 mg;gélule;un comprimé;FT;1
82477;MYCOPHÉNOLATE MOFÉTIL (CHLORHYDRATE DE);500 mg;poudre;un flacon;SA;1
82582;KALIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;poudre;un comprimé;SA;2
82705;NIRAPARIB;100 mg;gélule;une gélule;FT;1
82744;PLACENTINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;4
82769;ONASEMNOGÈNE ABÉPARVOVEC ;2 x 10 000 000 000 000 génomes du vecteur;solution;1 mL de solution;SA;1
82801;PYRANTEL BASE;5 g;suspension;100 ml de suspension buvable;FT;1
82824;BETONICA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;un comprimé;SA;14
82922;RIOCIGUAT;1,50 mg;comprimé;un comprimé;SA;1
82941;TROPAEOLUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
82984;CHELIDONIUM MAJUS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH (crème à 4 %);crème;un comprimé;SA;16
83045;GALSULFASE ;5 mg;solution;un flacon de 5 ml;SA;1
83067;OLIGOSIDE DE NEISSERIA MENINGITIDIS DU GROUPE W135 CONJUGUÉ À LA PROTÉINE CRM197;5 microgrammes d'oligoside de Neisseria meningitidis du groupe W135;solution;0,5 ml de vaccin reconstitu;SA;3
83176;CHLORHYDRATE DE DORZOLAMIDE;22,26 mg;collyre;1 mL de collyre;SA;1
83209;TIAGABINE ANHYDRE;10 mg;comprimé;un comprimé;FT;1
83232;CHELONE GLABRA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
83234;BARDANE (GRANDE) (RACINE DE) (POUDRE DE);350 mg;gélule;une gélule;SA;1
83240;ARGEMONE MEXICANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
83273;RHUS AROMATICA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;18
83313;ASFOTASE ALFA ;40 mg;solution;1 ml de solution injectable;SA;1
83321;DABIGATRAN ÉTEXILATE (MÉSILATE DE);172,95 mg;gélule;un comprimé;SA;1
83337;GADOLINIUM;157,25 mg;solution;1 mL de solution;FT;1
83397;SAPROPTÉRINE;77 mg;comprimé;un comprimé;FT;1
83438;OMÉPRAZOLE SODIQUE;42,5 mg;poudre;un flacon de poudre;SA;1
83492;SOFOSBUVIR;200 mg;comprimé;un comprimé;SA;1
83586;ELTROMBOPAG;25 mg;comprimé;un comrpimé;FT;1
83655;FOSTAMATINIB;100 mg;comprimé;un comprimé;FT;1
83696;ILOPROST TROMÉTAMOL;0,013 mg;solution;1 ml;SA;1
83808;CHLORALUM POUR PRÉPARATIONS HOMÉOPATHIQUES;5CH à 30CH et 10DH à 60DH;comprimé;un flacon;SA;18
83817;VELMANASE ALFA ;10 mg;poudre;un flacon;SA;1
83912;LERCANIDIPINE;9,44 mg;comprimé;un comprimé;FT;1
83934;CHLORHYDRATE DE ROPIVACAÏNE;10 mg;solution;1 mL de solution;FT;1
84096;GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
84160;SULFATE DE MAGNÉSIUM ANHYDRE;0,48 g;compartiment 1 : acides aminés et électrolytes;885 ml;FT;22
84167;FRAMYCÉTINE;0,700 g;solution;100 ml de solution;FT;3
84169;COBALTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
84202;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 9N (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;9
84248;SILICE COLLOÏDALE HYDRATÉE;5,50 g;poudre;100 g de poudre orale;SA;3
84273;AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 mL de solution;SA;18
84325;PLATANUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
84359;MITOTANE;500 mg;comprimé;un comprimé;SA;1
84370;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 17F (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;16
84393;SODIUM (MOLYBDATE (VI) [99 MO] DE);2,15 - 43 GBq;éluat;un générateur;SA;1
84452;APRÉPITANT;125 mg;gélule;une gélule;SA;1
84495;"POPULATION ENRICHIE EN CELLULES CD34+ AUTOLOGUES CONTENANT DES CELLULES SOUCHES ET PROGÉNITRICES HÉMATOPOÏÉTIQUES  TRANSDUITES EX VIVO AVEC UN VECTEUR LENTIVIRAL CODANT POUR L&RSQUO;ARYLSULFATASE A (ARSA) HUMAINE";2-10 x 1 000 000 cellules;dispersion;1 mL de dispersion;SA;1
84525;AMPICILLINE ANHYDRE;1 g;poudre;un flacon;FT;2
84578;ARTÉNIMOL;40 mg;comprimé;un comprimé;SA;2
84590;SPIRITUS QUERCUS GLANDIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 ml de solution;SA;18
84664;GINSENG (RACINE DE) (EXTRAIT SEC DE);390 mg;gélule;une gélule;SA;1
84780;RÉSINE P-TERT-BUTYLPHÉNOLFORMALDÉHYDE;0,041 mg;dispositif n°13 PANEL 2;un dispositif;SA;72
84805;NICKEL (SULFATE DE) HEXAHYDRATÉ;0,160 mg;dispositif n°1 PANEL 1;un dispositif;SA;1
84816;CYCLOHEXYLBENZOTHIAZOLESULFENAMIDE;0,020 mg;dispositif n°22 PANEL 2;un dispositif;SA;128
84852;CALCAREA HYPOPHOSPHOROSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2,31 mL (3 DH);solution;30 mL de solution;SA;7
