CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
68696906;AJOVY 225 mg, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Procédure centralisée;28/03/2019; TEVA (ALLEMAGNE);Oui
68698437;NYVEPRIA 6 mg, solution injectable;solution injectable;sous-cutanée;Procédure centralisée;18/11/2020; PFIZER EUROPE MA EEIG (BELGIQUE);Oui
68699674;IRBESARTAN/HYDROCHLOROTHIAZIDE MYLAN 150 mg/12,5 mg, comprimé;comprimé;orale;Procédure décentralisée;13/02/2019; MYLAN SAS;Non
68699820;IRBESARTAN EVOLUGEN 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;28/01/2014; EVOLUPHARM;Non
68700190;GLUCOSE 30 % PROAMP, solution injectable;solution injectable;intraveineuse;Procédure nationale;17/01/2006; AGUETTANT;Non
68700817;BICALUTAMIDE ZYDUS 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;10/01/2012; ZYDUS FRANCE;Non
68700831;BRIMONIDINE BIOGARAN 0,2 % (2 mg/ml), collyre en solution;collyre en solution;ophtalmique;Procédure décentralisée;08/12/2017; BIOGARAN;Non
68701043;LITHIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/03/2010; BOIRON;Non
68703724;ONDANSETRON ZYDUS 8 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/11/2007; ZYDUS FRANCE;Non
68706624;BECLOMETASONE TEVA 800 microgrammes/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;suspension pour inhalation par nébuliseur;inhalée;Procédure décentralisée;06/10/2016; TEVA SANTE;Non
68707039;MILNACIPRAN EG 50 mg, gélule;gélule;orale;Procédure décentralisée;07/08/2018; DOUBLE-E PHARMA (IRLANDE);Non
68707384;CARICA PAPAYA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/02/2019; BOIRON;Non
68707466;TSOLUDOSE 13 microgrammes, solution buvable en récipient unidose;solution buvable;orale;Procédure nationale;23/11/2018; IBSA PHARMA SAS;Non
68708881;ALETRIS FARINOSA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);12/04/2012; BOIRON;Non
68710067;DROSPIRENONE/ETHINYLESTRADIOL MYLAN 3 mg/0,02 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/09/2012; MYLAN SAS;Non
68710989;ETHINYLESTRADIOL/DROSPIRENONE CRISTERS PHARMA CONTINU 0,02 mg/3 mg, comprimé pelliculé;comprimé pelliculé ;orale;Procédure nationale;01/12/2017; CRISTERS;Non
68712716;ATOSIBAN ACCORD 6,75 mg/0,9 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse;Procédure décentralisée;28/12/2018; ACCORD HEALTHCARE FRANCE;Non
68716209;XEPLION 25 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;04/03/2011; JANSSEN CILAG INTERNATIONAL NV;Non
68716967;CEANOTHUS AMERICANUS SICCUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/04/2011; BOIRON;Non
68717115;EUGENIA JAMBOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/01/2020; BOIRON;Non
68718338;CASPOFUNGINE FRESENIUS KABI 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;01/12/2017; FRESENIUS KABI FRANCE;Non
68718936;VIREAD 33 mg/g, granulés;granulés;orale;Procédure centralisée;22/11/2012; GILEAD SCIENCES IRELAND UC (IRLANDE);Non
68719828;GLECHOMA HEDERACEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);12/07/2012; BOIRON;Non
68721487;ARANESP 500 microgrammes, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;22/08/2002; AMGEN EUROPE;Non
68721665;MIANSERINE SANDOZ 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2001; SANDOZ;Non
68721786;AMBRISENTAN ACCORD 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;23/09/2019; ACCORD HEALTHCARE FRANCE;Non
68722386;ZALASTA 5 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure centralisée;27/09/2007; KRKA (SLOVENIE);Non
68722475;ATORVASTATINE ZYDUS FRANCE 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/02/2011; ZYDUS FRANCE;Non
68722564;TYSABRI 300 mg, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure centralisée;27/06/2006; BIOGEN NETHERLANDS (PAYS-BAS);Non
68724387;APIS MELLIFICA BOIRON, degré de dilution compris entre 7CH et 30CH ou entre 14DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);03/10/2019; BOIRON;Non
68726979;METHADONE AP-HP 5 mg, gélule;gélule;orale;Procédure nationale;20/09/2007; ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
68727159;DROSPIRENONE/ETHINYLESTRADIOL MYLAN CONTINU 3 mg/0,02 mg, comprimé pelliculé;comprimé pelliculé ;orale;Procédure décentralisée;19/09/2012; MYLAN SAS;Non
68728154;SERTRALINE ALMUS 50 mg, gélule;gélule;orale;Procédure nationale;13/10/2005; BIOGARAN;Non
68728738;HUMEX ALLERGIE LORATADINE 10 mg, comprimé;comprimé;orale;Procédure nationale;28/12/2010; LABORATOIRES URGO HEALTHCARE;Non
68729480;ABILIFY MAINTENA 300 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;15/11/2013; OTSUKA PHARMACEUTICAL NETHERLANDS (PAYS BAS);Non
68731823;SCOPODERM TTS 1 mg/72 heures, dispositif transdermique;dispositif;transdermique;Autorisation d'importation parallèle;30/03/2021; DIFARMED (ESPAGNE);Non
68734545;THYMUS SERPYLLUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/01/2021; BOIRON;Non
68735615;TAMSULOSINE SANDOZ LP 0,4 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure de reconnaissance mutuelle;09/01/2006; SANDOZ;Non
68735818;NEULASTA 6 mg, solution injectable;solution injectable;sous-cutanée;Procédure centralisée;22/08/2002; AMGEN EUROPE;Non
68735825;CLOZAPINE ACCORD 100 mg, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;05/06/2018; ACCORD HEALTHCARE FRANCE;Non
68735953;KALIUM SULFURICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);03/08/2009; BOIRON;Non
68737032;CROMOGLICATE DE SODIUM BIOGARAN 2%, collyre en solution;collyre en solution;ophtalmique;Procédure nationale;28/06/2010; BIOGARAN;Non
68737947;ACIDE ZOLEDRONIQUE HOSPIRA 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure centralisée;19/11/2012; PFIZER EUROPE MA EEIG (BELGIQUE);Non
68738262;DULOXETINE EVOLUGEN 60 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;31/05/2017; EVOLUPHARM;Non
68739019;ABRAXANE 5 mg/ml, poudre pour suspension injectable pour perfusion;poudre pour suspension injectable pour perfusion;intraveineuse;Procédure centralisée;14/01/2008; BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);Non
68739332;CLINDAMYCINE MYLAN 150 mg, gélule;gélule;orale;Procédure décentralisée;14/05/2018; MYLAN SAS;Non
68740103;IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB 100 UI/mL, solution injectable en seringue préremplie (IM);solution injectable;intramusculaire;Procédure nationale;20/06/2012; LFB-BIOMEDICAMENTS;Non
68740943;TEMODAL 180 mg, gélule;gélule;orale;Procédure centralisée;23/04/2007; MERCK SHARP & DOHME (PAYS-BAS);Non
68743715;METOPROLOL ACCORD 100 mg, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;01/08/2012; ACCORD HEALTHCARE FRANCE;Non
68745118;CITALOPRAM SUN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;02/04/2008; SUN PHARMA FRANCE;Non
68747076;CIPROFLOXACINE ARROW 750 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;26/08/2005; ARROW GENERIQUES;Non
68748071;OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;29/11/2005; SANDOZ;Non
68748491;LISINOPRIL ARROW 20 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;22/03/2005; ARROW GENERIQUES;Non
68748502;SIMVASTATINE ZENTIVA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;25/01/2005; ZENTIVA FRANCE;Non
68749248;BISOPROLOL ZENTIVA LAB 2,5 mg, comprimé sécable;comprimé sécable;orale;Procédure décentralisée;22/05/2012; ZENTIVA FRANCE;Non
68751498;VALSARTAN EG 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;14/05/2010; EG LABO - LABORATOIRES EUROGENERICS;Non
68751765;ETHINYLESTRADIOL/DROSPIRENONE CRISTERS 0,03 mg/3 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;29/01/2018; CRISTERS;Non
68753129;FENOFIBRATE MYLAN 160 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/02/2006; MYLAN SAS;Non
68755482;COFFEA CRUDA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/12/2009; BOIRON;Non
68756495;TEICOPLANINE ALTAN 200 mg, poudre et solvant pour solution injectable/pour perfusion ou solution buvable;poudre et  solvant pour solution injectable pour perfusion ou buvable;intramusculaire,intraveineuse,orale;Procédure décentralisée;07/07/2020; ALTAN PHARMA (IRLANDE);Oui
68757280;IMATINIB HCS 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;04/08/2016; HCS (BELGIQUE);Non
68758076;SOMATULINE L.P. 60 mg, solution injectable à libération prolongée en seringue préremplie;solution injectable à libération prolongée;sous-cutanée;Procédure nationale;24/07/2001; IPSEN PHARMA;Non
68758507;ANAGALLIS ARVENSIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/02/2011; BOIRON;Non
68758884;TERBINAFINE ZENTIVA 250 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;03/11/2005; ZENTIVA FRANCE;Non
68759025;ARANESP 60 microgrammes, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;28/02/2005; AMGEN EUROPE;Non
68759274;BISACODYL ZENTIVA CONSEIL 5 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure nationale;25/03/2019; ZENTIVA FRANCE;Non
68759769;EZETIMIBE/SIMVASTATINE ZYDUS 10 mg/20 mg, comprimé;comprimé;orale;Procédure nationale;21/09/2018; ZYDUS FRANCE;Non
68759947;NEVIRAPINE CRISTERS LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure nationale;06/04/2017; CRISTERS;Non
68760180;AGNUS CASTUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);06/04/2011; WELEDA;Non
68761542;L107, comprimé orodispersible;comprimé orodispersible;sublinguale;Procédure nationale;09/03/2017; LEHNING;Non
68762562;ACIDE FUSIDIQUE ARROW 2 %, crème;crème;cutanée;Procédure nationale;26/03/2008; ARROW GENERIQUES;Non
68765170;CHLORMADINONE SANDOZ 5 mg, comprimé;comprimé;orale;Procédure nationale;18/08/2004; SANDOZ;Non
68765423;CELECOXIB TEVA 100 mg, gélule;gélule;orale;Procédure décentralisée;20/12/2012; TEVA SANTE;Non
68766984;FLUVOXAMINE MYLAN 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;12/04/2001; MYLAN SAS;Non
68768818;LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;14/05/2010; ACCORD HEALTHCARE FRANCE;Non
68770687;ESCITALOPRAM BIOGARAN 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;30/12/2013; BIOGARAN;Non
68772407;FIASP 100 unités/ml, solution injectable en flacon;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;09/01/2017; NOVO NORDISK (DANEMARK);Non
68773676;MILLEPERTUIS PILEJE, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;24/10/2005; PILEJE;Non
68773758;KANUMA 2 mg/ml,solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure centralisée;28/08/2015; ALEXION EUROPE;Oui
68774041;IBUPROFENE EVOLUGEN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;29/12/2010; EVOLUPHARM;Non
68774283;QUETIAPINE ZENTIVA LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure nationale;06/04/2016; ZENTIVA FRANCE;Non
68774365;PREGABALINE CRISTERS 75 mg, gélule;gélule;orale;Procédure nationale;27/07/2016; CRISTERS;Non
68775684;AGRAPHIS NUTANS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/12/2010; BOIRON;Non
68777767;AMISULPRIDE ZENTIVA 400 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;23/09/2004; ZENTIVA FRANCE;Non
68778431;NOVOFEMME, comprimé pelliculé;comprimé pelliculé ;orale;Procédure de reconnaissance mutuelle;18/01/2002; NOVO NORDISK;Non
68778495;LERCANIDIPINE EVOLUGEN 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;15/06/2010; EVOLUPHARM;Non
68779202;LEVOCETIRIZINE ARROW 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/03/2010; ARROW GENERIQUES;Non
68779654;STODALINE SANS SUCRE, sirop édulcoré au sorbitol et au maltitol liquide;sirop;orale;Procédure nationale;09/01/2015; BOIRON;Non
68781121;DOXYLAMINE EG LABO 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;21/01/2016; EG LABO - LABORATOIRES EUROGENERICS;Non
68781833;IMETH 17,5 mg/0,7 ml, solution injectable en seringue préremplie;solution injectable;intramusculaire,sous-cutanée;Procédure de reconnaissance mutuelle;21/07/2015; NORDIC GROUP (PAYS-BAS);Non
68786104;AGARICUS MUSCARIUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/10/2010; BOIRON;Non
68787170;OVALEAP 900 UI/1,5 ml, solution injectable;solution injectable;sous-cutanée;Procédure centralisée;27/09/2013; TEVA (PAYS-BAS);Non
68787715;PARACETAMOL BIOGARAN 1 g, comprimé;comprimé;orale;Procédure nationale;10/03/2004; BIOGARAN;Non
68788347;DRYMIS WINTERI BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/09/2020; BOIRON;Non
68788824;PRALUENT 150 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;23/09/2015; SANOFI-AVENTIS GROUPE;Non
68789050;L52, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Procédure nationale;27/06/2019; LEHNING;Non
68789399;ENTECAVIR SANDOZ 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/12/2017; SANDOZ;Non
68789755;IRBESARTAN MYLAN 300 mg, comprimé;comprimé;orale;Procédure décentralisée;07/11/2011; MYLAN SAS;Non
68791941;FLUOXETINE ZENTIVA 20 mg, comprimé dispersible sécable;comprimé dispersible sécable;orale;Procédure nationale;06/04/2007; ZENTIVA FRANCE;Non
68795345;CARBETOCINE AGUETTANT 100 microgrammes/ml, solution injectable en seringue pré-remplie;solution injectable;intramusculaire,intraveineuse;Procédure décentralisée;24/03/2015; AGUETTANT;Non
68795701;EYLEA 40 mg/ml, solution injectable en flacon;solution injectable;intravitréenne;Procédure centralisée;22/11/2012; BAYER AG (ALLEMAGNE);Non
68796073;CEFTAZIDIME SUBSTIPHARM 0,5 g, poudre pour solution injectable (IM, IV);poudre pour solution injectable;intramusculaire,intraveineuse;Procédure nationale;18/12/2006; SUBSTIPHARM;Non
68797289;VIOLA ODORATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/01/2021; BOIRON;Non
68797620;STROPHANTHUS HISPIDUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/10/2020; BOIRON;Non
68800714;CARDENSIEL 2,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation d'importation parallèle;14/10/2020; DIFARMED (ESPAGNE);Non
68802188;CARVECORAL 12,5 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;17/07/2017; LES LABORATOIRES SERVIER;Non
68803920;PARACETAMOL ARROW CONSEIL 500 mg, comprimé;comprimé;orale;Procédure nationale;14/05/2010; ARROW GENERIQUES;Non
68804495;CEFEPIME MYLAN 2 g, poudre pour solution injectable;poudre pour solution injectable;intramusculaire,intraveineuse;Procédure nationale;17/11/2008; MYLAN SAS;Non
68805280;TENDON BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);13/11/2020; BOIRON;Non
68806037;METYRAPONE HRA PHARMA 250 mg, capsule molle;capsule molle;orale;Procédure de reconnaissance mutuelle;05/02/2015; HRA PHARMA RARE DISEASES;Non
68806628;AMLODIPINE/VALSARTAN ARROW 10 mg/160 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;12/02/2018; ARROW GENERIQUES;Non
68808515;ALPRAZOLAM ARROW LAB 1 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;14/11/2017; ARROW GENERIQUES;Non
68808796;RITALINE L.P. 30 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;05/05/2003; NOVARTIS PHARMA;Non
68809147;CEFIXIME CRISTERS 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;12/03/2018; CRISTERS;Non
68809873;KALMIA LATIFOLIA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);31/07/2013; WELEDA;Non
68810320;LIVIAL 2,5 mg, comprimé;comprimé;orale;Autorisation d'importation parallèle;05/02/2018; PHARMA LAB;Non
68810459;DROPERIDOL AGUETTANT 5 mg/2 ml, solution injectable (I.M.);solution injectable;intramusculaire;Procédure nationale;21/01/2013; AGUETTANT;Non
68810740;LANSOPRAZOLE ALMUS PHARMA 30 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;06/10/2017; ALMUS FRANCE;Non
68811073;PRAVASTATINE CRISTERS 10 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;05/05/2017; CRISTERS;Non
68814685;ARIPIPRAZOLE ZYDUS 15 mg, comprimé;comprimé;orale;Procédure nationale;19/12/2016; ZYDUS FRANCE;Non
68816348;TRIMEBUTINE CRISTERS 200 mg, comprimé;comprimé;orale;Procédure nationale;27/08/2009; CRISTERS;Non
68816437;FLUOXETINE BIOGARAN 20 mg/5 ml SANS SUCRE, solution buvable édulcorée à la saccharine sodique et au cyclamate de sodium;solution buvable;orale;Procédure nationale;22/04/2004; BIOGARAN;Non
68819013;ANTIMONIUM TARTARICUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);03/11/2009; LEHNING;Non
68819052;TERLIPRESSINE ALTAN 1 mg/8,5 mL, solution injectable;solution injectable;intraveineuse;Procédure décentralisée;24/08/2020; ALTAN PHARMA (IRLANDE);Non
68820332;AGNUS CASTUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/12/2012; LEHNING;Non
68820371;TARAXACUM DENS LEONIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);15/07/2013; LEHNING;Non
68821950;SOLIFENACINE ARROW 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;21/06/2017; ARROW GENERIQUES;Non
68822550;ALLOPURINOL ZENTIVA 200 mg, comprimé;comprimé;orale;Procédure nationale;21/10/2011; ZENTIVA FRANCE;Non
68822746;OVITRELLE 250 microgrammes, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;23/06/2011; MERCK EUROPE (PAYS-BAS);Non
68823314;LISINOPRIL/HYDROCHLOROTHIAZIDE MYLAN 20mg/12,5mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;08/03/2005; MYLAN SAS;Non
68823378;EZETIMIBE/SIMVASTATINE ZENTIVA 10 mg/20 mg, comprimé;comprimé;orale;Procédure nationale;20/09/2017; ZENTIVA FRANCE;Non
68823442;TRAMADOL/PARACETAMOL CRISTERS 37,5 mg/325 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/03/2013; CRISTERS;Non
68825393;NIQUITIN MENTHE FRAICHE 4 mg, comprimé à sucer édulcoré à l'aspartam;comprimé à sucer;voie buccale autre;Procédure nationale;08/08/2001; LABORATOIRES OMEGA PHARMA FRANCE;Non
68826374;FENTANYL TEVA SANTE 100 microgrammes/heure, dispositif transdermique;dispositif;transdermique;Procédure de reconnaissance mutuelle;28/07/2008; TEVA SANTE;Non
68827490;LEVETIRACETAM ZYDUS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/01/2014; ZYDUS FRANCE;Non
68828293;PHOSPHORICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);29/12/2009; LEHNING;Non
68829121;ZEBINIX 800 mg, comprimé;comprimé;orale;Procédure centralisée;21/04/2009; BIAL - PORTELA & CA (PORTUGAL);Non
68829452;OXYCODONE RENAUDIN 10 mg/mL, solution pour perfusion;solution pour perfusion;intraveineuse,sous-cutanée;Procédure nationale;23/11/2018; LABORATOIRE RENAUDIN;Non
68829541;SEDATIF PC, comprimé sublingual;comprimé;sublinguale;Procédure nationale;16/12/2020; BOIRON;Non
68829580;CEFTRIAXONE SUBSTIPHARM 2 g, poudre pour solution injectable;poudre pour solution injectable;intramusculaire,intraveineuse;Procédure nationale;21/03/2018; SUBSTIPHARM;Non
68830091;PARACETAMOL EVOLUGEN 1 g, comprimé sécable;comprimé sécable;orale;Procédure nationale;25/10/2007; EVOLUPHARM;Non
68830999;PERMIXON 160 mg, gélule;gélule;orale;Autorisation d'importation parallèle;14/10/2020; DIFARMED (ESPAGNE);Non
68831503;GABAPENTINE PFIZER 100 mg, gélule;gélule;orale;Procédure décentralisée;24/12/2013; PFIZER PFE FRANCE;Non
68831670;DIAMICRON 60 mg, comprimé sécable à libération modifiée;comprimé sécable à libération modifiée;orale;Procédure décentralisée;24/12/2009; LES LABORATOIRES SERVIER;Non
68832021;RABEPRAZOLE CRISTERS 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure nationale;01/08/2012; CRISTERS;Non
68832758;VENLAFAXINE ZYDUS FRANCE LP 75 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;04/09/2008; ZYDUS FRANCE;Non
68834182;BORTEZOMIB ZENTIVA 3,5 mg, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Procédure décentralisée;10/07/2018; ZENTIVA FRANCE;Non
68835284;MERCURIUS DULCIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);18/05/2010; BOIRON;Non
68836272;YARGESA 100 mg, gélule;gélule;orale;Procédure centralisée;22/03/2017; PIRAMAL CRITICAL CARE (PAYS-BAS);Non
68839044;EUPHORBIA SILVATICA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/08/2018; BOIRON;Non
68840153;TAMSULOSINE MYLAN L.P. 0,4 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;17/11/2005; MYLAN SAS;Non
68840694;CELECOXIB SANDOZ 100 mg, gélule;gélule;orale;Procédure décentralisée;07/07/2014; SANDOZ;Non
68840751;MEROPENEM VILLERTON 1 g, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion;intraveineuse;Procédure nationale;09/12/2019; VILLERTON INVEST (LUXEMBOURG);Non
68841180;REPAGLINIDE ZYDUS 1 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;12/01/2011; ZYDUS FRANCE;Non
68843466;TAMSULOSINE EG L.P. 0,4 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;29/11/2005; EG LABO - LABORATOIRES EUROGENERICS;Non
68843886;QUETIAPINE TEVA LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure décentralisée;07/07/2017; TEVA SANTE;Non
68844504;ORAVERSE 400 microgrammes/1,7 ml, solution injectable;solution injectable;dentaire;Procédure décentralisée;27/01/2012; SEPTODONT HOLDING;Non
