Id_grp_generique;libelle_gp_gen;type_generique;num_tri
841;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à PRAMIPEXOLE 0,088 mg - SIFROL 0,088 mg, comprimé;1;3
845;DORZOLAMIDE (CHLORHYDRATE DE) équivalant à DORZOLAMIDE 20 mg/ml + TIMOLOL (MALEATE DE) équivalant à TIMOLOL 5 mg/ml - COSOPT 20 mg/ml + 5 mg/ml, collyre en solution.;1;3
846;VALSARTAN 160 mg - TAREG 160 mg, comprimé pelliculé - NISIS 160 mg, comprimé pelliculé.;1;13
847;VALSARTAN 40 mg - TAREG 40 mg, comprimé pelliculé sécable - NISIS 40 mg, comprimé pelliculé sécable.;1;8
848;VALSARTAN 80 mg - TAREG 80 mg, comprimé pelliculé - NISIS 80 mg, comprimé pelliculé .;1;8
849;VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COTAREG 160 mg/12,5 mg, comprimé pelliculé - NISISCO 160 mg/12,5 mg, comprimé pelliculé.;1;5
850;VALSARTAN 80 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COTAREG 80 mg/12,5 mg, comprimé pelliculé - NISISCO 80 mg/12,5 mg, comprimé pelliculé.;0;2
851;VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 25 mg - COTAREG 160 mg/25 mg, comprimé pelliculé - NISISCO 160 mg/25 mg, comprimé pelliculé.;1;9
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.;1;11
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.;1;6
854;KETOPROFENE 150 mg - PROFEMIGR 150 mg, comprimé sécable.;1;3
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.;1;2
859;MOMETASONE (FUROATE DE) 1 mg/1 g - ELOCOME 0,1 POUR CENT, pommade.;0;1
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.;1;5
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.;1;5
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.;0;2
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable;1;6
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.;1;15
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.;1;5
867;FLUOROMETHOLONE 0,1 g/100 ml - FLUCON, collyre.;1;2
870;IMIPENEM MONOHYDRATE + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 250 mg + CILASTATINE ANHYDRE 250 mg - TIENAM 250 mg/250 mg, poudre pour perfusion.;1;3
871;IRBESARTAN 75 mg - APROVEL 75 mg, comprimé.;1;2
872;IRBESARTAN 150 mg - APROVEL 150 mg, comprimé.;0;1
873;IRBESARTAN 300 mg - APROVEL 300 mg, comprimé.;1;2
874;PRAZEPAM 10 mg - LYSANXIA 10 mg, comprimé.;1;4
876;CHLORHEXIDINE (DIGLUCONATE DE) 0,05 % - CHLORHEXIDINE AQUEUSE STERILE GILBERT A 0,05 POUR CENT, solution pour application locale en récipient unidose.;1;2
880;EPIRUBICINE (CHLORHYDRATE D') 150 mg/75 ml - FARMORUBICINE 150 mg/75 ml, solution pour perfusion (FLACON de 75 ml).;0;1
881;IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 150 mg - BONVIVA 150 mg, comprimé pelliculé.;1;2
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.;1;11
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.;1;9
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.;1;15
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).;0;1
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée;1;2
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.;1;9
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.;1;11
893;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 100 mg - VIAGRA 100 mg, comprimé pelliculé.;1;12
894;REMIFENTANIL (CHLORHYDRATE DE) équivalant à REMIFENTANIL 1 mg - ULTIVA 1 mg, poudre pour solution injectable ou pour perfusion.;1;6
895;REMIFENTANIL (CHLORHYDRATE DE) équivalant à REMIFENTANIL 2 mg - ULTIVA 2 mg, poudre pour solution injectable ou pour perfusion.;1;3
896;REMIFENTANIL (CHLORHYDRATE DE) équivalant à REMIFENTANIL 5 mg  - ULTIVA 5 mg, poudre pour solution injectable ou pour perfusion.;1;3
897;BACLOFENE 0,05 mg/ml - LIORESAL 0,05 mg/1 ml, solution injectable par voie intrathécale en ampoule.;1;3
898;BACLOFENE 10 mg/20 ml - LIORESAL 10 mg/20 ml, solution injectable pour perfusion par voie intrathécale en ampoule.;1;3
899;BACLOFENE 10 mg/5 ml - LIORESAL 10 mg/5 ml, solution injectable pour perfusion par voie intrathécale en ampoule.;1;3
900;LAMIVUDINE 150 mg - EPIVIR 150 mg, comprimé pelliculé.;1;3
901;LAMIVUDINE 300 mg - EPIVIR 300 mg, comprimé pelliculé.;1;5
902;NEVIRAPINE ANHYDRE 200 mg - VIRAMUNE 200 mg, comprimé.;1;2
903;ACÉTYLCYSTÉINE 200 mg - FLUIMUCIL EXPECTORANT ACETYLCYSTEINE 200 mg SANS SUCRE, granulés pour solution buvable en sachet édulcorés à l'aspartam et au sorbitol;1;3
908;NEFOPAM (CHLORHYDRATE DE) 20 mg/2 ml - ACUPAN, solution injectable.;1;3
909;RIZATRIPTAN (BENZOATE DE) équivalant à 5 mg de RIZATRIPTAN - MAXALTLYO 5 mg, lyophilisat oral.;1;2
910;RIZATRIPTAN (BENZOATE DE) équivalant à 10 mg de RIZATRIPTAN - MAXALTLYO 10 mg, lyophilisat oral.;1;7
911;ZOLMITRIPTAN 2,5 mg - ZOMIGORO 2,5 mg, comprimé orodispersible.;1;15
912;OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml, sirop;1;7
913;ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 10 mg ATORVASTATINE - TAHOR 10 mg, comprimé pelliculé - TAHOR 10 mg, comprimé à croquer;1;6
914;ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 20 mg ATORVASTATINE  - TAHOR 20 mg, comprimé pelliculé.;1;21
915;ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 40 mg ATORVASTATINE  - TAHOR 40 mg, comprimé pelliculé.;1;23
917;ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 80 mg ATORVASTATINE  - TAHOR 80 mg, comprimé pelliculé.;1;23
920;CLOBETASOL (PROPIONATE DE) 0,05 % - DERMOVAL 0,05 POUR CENT, crème.;0;1
921;DOCETAXEL TRIHYDRATE équivalant à 20 mg/0,5 ml DOCETAXEL - TAXOTERE 20 mg/0,5 ml, solution à diluer et solvant pour perfusion.;0;1
922;DOCETAXEL TRIHYDRATE équivalant à 80 mg/2 ml DOCETAXEL  - TAXOTERE 80 mg/2 ml, solution à diluer et solvant pour perfusion.;0;1
923;EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.;1;13
924;PHOLCODINE 131 mg/100 ml - BIOCALYPTOL 6,55 mg/5 ml SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide.;1;2
925;PHOLCODINE 131 mg/100 ml - BIOCALYPTOL, sirop.;1;3
926;MACROGOL 3350  5,9 g- TRANSIPEG 5,9 g, poudre pour solution buvable en sachet.;1;3
927;MANIDIPINE (CHLORHYDRATE DE) 10 mg - IPERTEN 10 mg, comprimé.;1;2
928;MANIDIPINE (CHLORHYDRATE DE) 20 mg - IPERTEN 20 mg, comprimé.;1;4
929;OMEPRAZOLE MAGNESIUM équivalant à 20 mg OMEPRAZOLE - OMEPRAZOLE BAYER 20 mg, comprimé gastro-résistant.;1;2
930;MOXIFLOXACINE (CHLORHYDRATE DE) équivalant à MOXIFLOXACINE  400 mg - OCTEGRA 400 mg, comprimé pelliculé -IZILOX 400 mg, comprimé pelliculé;1;9
931;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à  PRAMIPEXOLE 1,1 mg - SIFROL 1,1 mg, comprimé.;0;1
932;TEMOZOLOMIDE 180 mg - TEMODAL 180 mg, gélule.;1;4
933;TEMOZOLOMIDE 5 mg - TEMODAL 5 mg, gélule.;0;1
934;TEMOZOLOMIDE 250 mg - TEMODAL 250 mg, gélule.;1;3
935;TEMOZOLOMIDE 20 mg - TEMODAL 20 mg, gélule.;0;1
936;TEMOZOLOMIDE 100 mg - TEMODAL 100 mg, gélule.;1;5
937;TEMOZOLOMIDE 140 mg - TEMODAL 140 mg, gélule.;1;6
938;RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé.;1;17
939;TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé.;1;5
940;TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.;1;3
941;TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé.;0;2
942;MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MERONEM 1 g,  poudre pour solution injectable ou pour perfusion.;1;12
943;MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion.;1;4
944;ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, crème;1;2
945;ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, gel;1;2
947;CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable.;1;7
948;CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable.;1;13
949;EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion.;0;1
950;EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion.;0;1
951;NALTREXONE (CHLORHYDRATE DE) 50 mg - NALOREX 50 mg, comprimé pelliculé sécable.;1;2
952;OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique.;1;9
953;RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé.;1;4
954;RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé.;1;5
955;ENTACAPONE 200 mg - COMTAN 200 mg, comprimé pelliculé - COMTESS 200 mg, comprimé pelliculé.;1;2
956;MINOXIDIL 2 % - ALOSTIL 2 POUR CENT, solution pour application cutanée - REGAINE 2 POUR CENT, solution pour application cutanée.;0;1
957;IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 50 mg - BONDRONAT 50 mg, comprimé pelliculé.;1;1
960;RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 2 mg/ml - EXELON 2 mg/ml, solution buvable.;1;2
961;CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule.;0;1
963;RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé;1;7
964;KETAMINE (CHLORHYDRATE DE) équivalant à KETAMINE 50 mg/5 ml - KETALAR 10 mg/ml, solution injectable.;0;1
967;KETAMINE (CHLORHYDRATE DE) équivalant à KETAMINE 250 mg5 ml - KETALAR 50 mg/ml, solution injectable.;1;2
968;ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 20 mg  - INEXIUM 20 mg, comprimé gastro-résistant.;1;4
969;ESOMEPRAZOLE MAGNESIUM TRIHYDRATE équivalant à ESOMEPRAZOLE 40 mg - INEXIUM 40 mg, comprimé gastro-résistant.;1;29
970;MACROGOL 3350 13,125 g - MOVICOL, poudre pour solution buvable en sachet.;0;1
971;RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.;1;17
972;RABEPRAZOLE SODIQUE 20 mg - PARIET 20 mg, comprimé gastro-résistant.;1;3
973;DEXRAZOXANE (CHLORHYDRATE DE) équivalant à 20 mg/ml, de solution reconstituée - CARDIOXANE 500 mg, poudre pour solution pour perfusion.;1;2
979;IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé pelliculé.;1;12
980;IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 25 mg - COAPROVEL 300 mg/25 mg, comprimé pelliculé.;1;4
981;IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé pelliculé.;1;7
982;OFLOXACINE 1,5 mg/0,5 ml - OFLOCET 1,5 mg/0,5 ml, solution auriculaire en récipient unidose.;1;3
983;RISEDRONATE MONOSODIQIUE HEMIPENTAHYDRATE équivalant à RISEDRONATE MONOSODIQUE 30 mg - ACTONEL 30 mg, comprimé pelliculé.;1;2
984;RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 5 mg - ACTONEL 5 mg, comprimé pelliculé.;1;2
985;ROPIVACAÏNE (CHLORHYDRATE DE) 5 mg/ml - ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATE équivalant à ROPIVACAÏNE (CHLORHYDRATE DE) 5 mg/ml  - NAROPEINE 5 mg/ml, solution injectable.;1;3
986;TOPOTECANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 1 mg/ml - HYCAMTIN 1 mg, poudre pour solution à diluer pour perfusion (FLACON de 1 mg).;0;1
987;TOPOTÉCANE (CHLORHYDRATE DE) équivalant à TOPOTECANE 4 mg/ml - HYCAMTIN 4 mg, poudre pour solution à diluer pour perfusion (FLACON de 4 mg).;0;1
991;CISPLATINE 1 mg/ml - CISPLATYL 10 mg/10 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 10 ml).;1;2
992;CISPLATINE 1 mg/ml - CISPLATYL 25 mg/25 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 25 ml).;1;2
993;CISPLATINE 1 mg/ml - CISPLATYL 50 mg/50 ml, solution injectable pour perfusion (I.V.) en flacon (FLACON de 50 ml).;0;1
994;MONTELUKAST SODIQUE équivalant à MONTELUKAST 4 mg - SINGULAIR 4 mg, comprimé à croquer.;1;3
995;ATOVAQUONE 250 mg + PROGUANIL (CHLORHYDRATE DE) 100 mg - MALARONE 250 mg/100 mg, comprimé pelliculé.;1;6
996;ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLECONTINU 0,02 mg/3 mg, comprimé pelliculé;0;1
997;ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.;1;3
998;ETHINYLESTRADIOL 0,03 mg + DROSPIRENONE 3 mg - JASMINE 0,03 mg/3 mg, comprimé pelliculé;1;6
1002;TIANEPTINE SODIQUE 12,5 mg - STABLON 12,5 mg, comprimé enrobé.;1;3
1003;VANCOMYCINE (CHLORHYDRATE DE) équivalant à VANCOMYCINE 500 mg - VANCOCINE 500 mg IV, poudre pour solution injectable (IV).;1;2
1004;VANCOMYCINE (CHLORHYDRATE DE) équivalant à VANCOMYCINE 1 g - VANCOCINE 1 g, poudre pour solution injectable (IV).;1;4
1005;LIDOCAÏNE (CHLORHYDRATE DE) 10 mg/mL - XYLOCAINE 10mg/mL SANS CONSERVATEUR, solution injectable.;0;1
1006;METOCLOPRAMIDE (CHLORHYDRATE DE) 10 mg/2 ml - PRIMPERAN 10 mg/2 ml, solution injectable en ampoule.;0;1
1008;URAPIDIL (CHLORHYDRATE DE) équivalant à URAPIDIL 100 mg/20 ml - EUPRESSYL 100 mg/20 ml, solution injectable.;0;1
1009;POVIDONE IODEE 10 % - BETADINE 10 POUR CENT, solution pour bain de bouche.;1;2
1010;ACIDE RISEDRONIQUE équivalant à RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE 75 mg  - ACTONEL 75 mg, comprimé pelliculé.;1;7
1011;PETHIDINE (CHLORHYDRATE DE) 50 mg/ml - DOLOSAL 100 mg/2 ml, solution injectable.;0;1
1012;KETOPROFENE 100 mg - BI PROFENID LP 100 mg, comprimé sécable à libération prolongée.;1;11
1013;HYDROXYZINE (CHLORHYDATE DE) 100 mg/2 ml - ATARAX 100 mg/2 ml, solution injectable.;0;1
1014;FUROSEMIDE 250 mg/25 ml - LASILIX SPECIAL 250 mg/25 ml, solution injectable en ampoule.;0;1
1015;FENTANYL (CITRATE DE) équivalant à FENTANYL 100 microgrammes/2 ml - FENTANYL PIRAMAL 100 microgrammes/2 ml, solution injectable en ampoule (AMPOULE DE 2 ml).;0;1
1016;FENTANYL (CITRATE DE) équivalant à FENTANYL 500 microgrammes/10 ml - FENTANYL PIRAMAL 500 microgrammes/10 ml, solution injectable en ampoule (AMPOULE DE 10 ml).;0;1
1019;BESILATE DE CISATRACURIUM équivalant à CISATRACURIUM 2 mg/ml - NIMBEX 2 mg/ml, solution injectable/pour perfusion;1;8
1020;BESILATE DE CISATRACURIUM équivalant à CISATRACURIUM 5 mg/ml - NIMBEX 5 mg/ml, solution injectable/pour perfusion;1;7
1021;FUROSEMIDE 500 mg - LASILIX SPECIAL 500 mg, comprimé sécable.;0;1
1022;GLICLAZIDE 60 mg - DIAMICRON 60 mg, comprimé sécable à libération modifiée.;2;16
1023;IDARUBICINE (CHLORHYDRATE D') 1 mg/ml - ZAVEDOS 5 mg/5 ml, solution pour perfusion (FLACON de 5 ml).;1;2
1024;LAMIVUDINE 150 mg + ZIDOVUDINE 300 mg - COMBIVIR 150 mg/300 mg, comprimé pelliculé.;1;3
1025;LEVETIRACETAM 1000 mg - KEPPRA 1000 mg, comprimé pelliculé.;1;18
1026;LEVETIRACETAM 250 mg - KEPPRA 250 mg, comprimé pelliculé.;1;11
1027;LEVETIRACETAM 500 mg - KEPPRA 500 mg, comprimé pelliculé.;2;17
1028;MILNACIPRAN (CHLORHYDRATE DE) 25 mg - IXEL 25 mg, gélule.;1;4
1029;MILNACIPRAN (CHLORHYDRATE DE) 50 mg - IXEL 50 mg, gélule.;1;5
1030;PHLOROGLUCINOL DIHYDRATE   40 mg/4 ml + TRIMETHYLPHLOROGLUCINOL 0,04 mg/4 ml - SPASFON, solution injectable en ampoule.;1;4
1031;BROMURE DE ROCURONIUM 10 mg/ml - ESMERON 25 mg/2,5 ml, solution injectable (FLACON de 2,5 ml).;0;1
1032;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE  8 mg - REQUIP LP 8 mg, comprimé à libération prolongée.;1;3
1033;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 4 mg - REQUIP LP 4 mg, comprimé à libération prolongée.;1;2
1034;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 2 mg - REQUIP LP 2 mg, comprimé à libération prolongée.;1;5
1035;TETRABENAZINE 25 mg - XENAZINE 25 mg, comprimé sécable.;0;1
1036;DESOGESTREL 0,075 mg - CERAZETTE 0,075 mg, comprimé pelliculé.;1;8
1037;DESLORATADINE 5 mg - AERIUS 5 mg, comprimé pelliculé -NEOCLARITYN 5 mg, comprimé pelliculé;1;21
1038;DESLORATADINE 0,5 mg/ml - AERIUS 0,5 mg/ml, solution buvable.;1;2
1039;GALANTAMINE (BROMHYDRATE DE) équivalant à GALANTAMINE L.P. 8 mg - REMINYL L.P. 8 mg, gélule à libération prolongée.;1;3
1040;GALANTAMINE (BROMHYDRATE DE) équivalant à GALANTAMINE L.P. 16 mg - REMINYL L.P. 16 mg, gélule à libération prolongée.;1;3
1041;GALANTAMINE (BROMHYDRATE DE) équivalant à GALANTAMINE L.P. 24 mg - REMINYL L.P. 24 mg, gélule à libération prolongée.;1;9
1042;HEXETIDINE 0,1 POUR CENT - HEXTRIL 0,1 POUR CENT, bain de bouche, flacon.;1;5
1044;RIZATRIPTAN (BENZOATE DE) équivalant à RIZATRIPTAN 5 mg - MAXALT 5 mg, comprimé.;1;2
1045;RIZATRIPTAN (BENZOATE DE) équivalant à RIZATRIPTAN 10 mg - MAXALT 10 mg, comprimé.;1;3
1046;TAMSULOSINE (CHLORHYDRATE DE) équivalant à  TAMSULOSINE  0,4 mg - OMEXEL L.P. 0,4 mg, comprimé pelliculé à libération prolongée.;1;6
1049;PERINDOPRIL ARGININE  2,5 mg équivalant à 1,6975 mg de PERINDOPRIL+ INDAPAMIDE 0,625 mg - PRETERAX 2,5 mg/0,625 mg,  comprimé pelliculé.;1;2
1050;PERINDOPRIL ARGININE 5 mg équivalant à 3,395 mg de PERINDOPRIL + INDAPAMIDE 1,25 mg - PERINDOPRIL TOSILATE 5 mg équivalant à 3,395 mg de PERINDOPRIL + INDAPAMIDE 1,25 mg - BIPRETERAX 5 mg/1,25 mg, comprimé pelliculé.;1;3
1051;LEVETIRACETAM 100 mg/ml, solution à diluer pour perfusion - KEPPRA 100 mg/ml, solution à diluer pour perfusion;1;4
1052;LEVETIRACETAM 100 mg/ml - KEPPRA 100 mg/ml, solution buvable;0;1
1053;MEROPENEM TRIHYDRATE équivalant à  MEROPENEM 250 mg - MERONEM 250 mg, poudre pour solution injectable (I.V.);0;1
1056;DOXAZOSINE (MESILATE DE) équivalant à DOXAZOSINE 8 mg - ZOXAN LP 8 mg, comprimé à libération prolongée.;1;2
1059;AMLODIPINE (BÉSILATE D')  équivalant à AMLODIPINE 10 mg +  ATORVASTATINE CALCIQUE TRIHYDRATÉE équivalant à ATORVASTATINE 10 mg  - CADUET 10 mg/10 mg, comprimé pelliculé;0;1
1061;ACÉTYLLEUCINE 500 mg - TANGANILPRO 500 mg, comprimé;0;1
1062;ÉTHINYLESTRADIOL 15 microgrammes/24 heures  +  ÉTONOGESTREL 120 microgrammes/24 heures - NUVARING 15 microgrammes/120 microgrammes/24 heures, système de diffusion vaginal;0;1
1063;ZOFÉNOPRIL CALCIQUE 30 mg - ZOFENIL 30 mg, comprimé pelliculé;1;2
1065;LÉFLUNOMIDE 20 mg - ARAVA 20 mg, comprimé pelliculé;1;5
1066;LÉFLUNOMIDE 10 mg - ARAVA 10 mg, comprimé pelliculé;0;1
1067;AMLODIPINE (BÉSILATE D')  équivalant à AMLODIPINE 5 mg +  ATORVASTATINE CALCIQUE TRIHYDRATÉE équivalant à ATORVASTATINE 10 mg - CADUET 5 mg/10 mg, comprimé pelliculé;0;1
1068;EBASTINE 10 mg - KESTINLYO 10 mg, lyophilisat oral;1;14
1069;MONTÉLUKAST SODIQUE équivalant à MONTÉLUKAST 4 mg - SINGULAIR 4 mg, granulés;1;4
1071;ORLISTAT 120 mg - XENICAL 120 mg, gélule;0;1
1072;TRAMADOL (CHLORHYDRATE DE) 37,5 mg  +  PARACÉTAMOL 325 mg - IXPRIM 37,5 mg/325 mg, comprimé pelliculé - ZALDIAR 37,5 mg/325 mg, comprimé pelliculé;1;12
1073;TRAMADOL (CHLORHYDRATE DE) 37,5 mg  +  PARACÉTAMOL 325 mg - IXPRIM 37,5 mg/325 mg, comprimé effervescent - ZALDIAR 37,5 mg/325 mg, comprimé effervescent;0;1
1074;LÉFLUNOMIDE 100 mg - ARAVA 100 mg, comprimé pelliculé;1;2
1075;RAMIPRIL  5 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - COTRIATEC 5 mg/12,5 mg, comprimé;1;4
1078;DOCETAXEL TRIHYDRATE équivalant à DOCETAXEL 20 mg/1 ml - DOCETAXEL 20 mg/1 ml - TAXOTERE 20 mg/1 ml, solution à diluer  pour perfusion;0;1
1079;LATANOPROST 50 microgrammes/ml +  TIMOLOL (MALÉATE DE) équivalant à TIMOLOL 5 mg/ml - XALACOM 50 microgrammes/ml + 5 mg/ml, collyre en solution;1;6
1080;KETOTIFÈNE (FUMARATE DE) équivalant à KETOTIFENE 0,25 mg/ml - ZADITEN 0,25 mg/ml, collyre en solution en récipient unidose;1;2
1082;ACIDE URSODÉSOXYCHOLIQUE 250 mg - DELURSAN 250 mg, comprimé pelliculé;1;5
1083;IRBESARTAN 150 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 150 mg/12,5 mg, comprimé.;0;1
1084;IRBESARTAN 300 mg + HYDROCHLOROTHIAZIDE 12,5 mg - COAPROVEL 300 mg/12,5 mg, comprimé.;0;1
1086;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ équivalant à ACIDE ZOLÉDRONIQUE 4 mg/5ml - ZOMETA 4 mg/5 ml, solution à diluer pour perfusion;1;6
1087;DROPÉRIDOL 2,5 mg/1 ml - DROLEPTAN 2,5 mg/1 ml, solution injectable (IV);1;3
1088;DROPÉRIDOL 5 mg/2 ml - DROLEPTAN 5 mg/2 ml, solution injectable (I.M.);1;3
1089;MILRINONE 10 mg/10 ml - COROTROPE 10 mg/10 ml, solution injectable IV;0;1
1091;DOXYLAMINE (HYDROGÉNOSUCCINATE DE) 15 mg - DONORMYL 15 mg, comprimé pelliculé sécable;1;4
1092;CICLOPIROX OLAMINE 1% - MYCOSTER 1 pour cent, crème;1;2
1093;METOPROLOL (TARTRATE DE) 50 mg - SELOKEN 50 mg, comprimé;1;1
1094;CAPÉCITABINE 150 mg - XELODA 150 mg, comprimé pelliculé;1;12
1095;CAPÉCITABINE 500 mg - XELODA 500 mg, comprimé pelliculé;1;8
1096;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ équivalant à ACIDE ZOLÉDRONIQUE 5 mg - ACLASTA 5 mg, solution pour perfusion;1;9
1099;CÉLÉCOXIB 100 mg - CELEBREX 100 mg, gélule;1;11
1100;CÉLÉCOXIB 200 mg - CELEBREX 200 mg, gélule;1;7
1101;CLOPIDOGREL (HYDROGÉNOSULFATE DE) - CLOPIDOGREL (BROMHYDRATE DE) MONOHYDRATE équivalant à CLOPIDOGREL 300 mg - PLAVIX 300 mg, comprimé pelliculé;0;1
1102;ÉBASTINE 10 mg - KESTIN 10 mg, comprimé pelliculé;1;2
1103;ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 10 mg - SEROPLEX 10 mg, comprimé pelliculé sécable;1;12
1104;ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 15 mg - SEROPLEX 15 mg, comprimé pelliculé sécable;1;2
