CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
3016840;plaquette(s) PVC PVDC aluminium de 28 gélule(s);06/03/2020;oui;65%;3,6;4,62;1,02;67995040
3628621;pilulier(s) polyéthylène haute densité (PEHD) de 28  gélule(s);16/04/2004;oui;65%;3,6;4,62;1,02;67995040
3001109;plaquette(s) aluminium de 30 gélule(s) avec inhalateur(s);06/04/2016;oui;65%;5,61;6,63;1,02;67997721
3001110;plaquette(s) aluminium de 60 gélule(s) avec inhalateur(s);06/04/2016;oui;65%;11,16;12,18;1,02;67997721
2211072;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);13/07/2012;oui;65%;10,9;11,92;1,02;68001016
2211095;plaquette(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);13/07/2012;oui;65%;30,87;33,63;2,76;68001016
4966633;1 flacon(s) en verre de 1,55 ml avec pompe(s) doseuse(s);22/09/2011;oui;65%;47,89;48,91;1,02;68001856
3008807;plaquette(s) PVC polyéthylène PVDC aluminium de 56 comprimé(s);26/03/2018;oui;65%;14,62;15,64;1,02;68004005
4157313;plaquette(s) PVC PVDC aluminium de 2 comprimé(s);24/12/2012;oui;65%;9,84;10,86;1,02;68004603
4171916;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);24/12/2012;oui;65%;29,12;31,88;2,76;68004603
3822837;plaquette(s) polypropylène aluminium de 30 comprimé(s);18/01/2011;oui;65%;4,91;5,93;1,02;68006209
3665473;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);27/01/2005;oui;65%;1,26;2,28;1,02;68009803
3021648;4 seringue(s) préremplie(s) en verre de 0,5 ml dans stylo jetable;01/09/2021;oui;65%;79,48;80,5;1,02;68010307
2675601;1 flacon(s) en verre;21/05/2013;oui;65%;115,53;116,55;1,02;68011537
2801951;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);29/12/2015;oui;65%;6,49;7,51;1,02;68014323
3983606;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);11/05/2010;oui;65%;2,31;3,33;1,02;68015560
3020930;1 flacon en verre de 1 g;01/05/2021;oui;65%;10,66;11,68;1,02;68016662
3020481;plaquette(s) thermoformée(s) PVC aluminium de 28 comprimé(s);20/10/2020;oui;65%;78,94;79,96;1,02;68022576
3694658;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);09/12/2005;oui;65%;2,88;3,9;1,02;68022786
2796931;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);29/02/2016;oui;65%;14,69;15,71;1,02;68024456
2796977;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);29/02/2016;oui;65%;41,12;43,88;2,76;68024456
3587632;plaquette(s) thermoformée(s) PVC-Aluminium de 45 capsule(s);02/05/2011;oui;65%;10,83;11,85;1,02;68025857
3620849;plaquette(s) thermoformée(s) PVC-Aluminium de 15  capsule(s);02/05/2011;oui;65%;3,92;4,94;1,02;68025857
4163957;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);14/09/2012;oui;65%;12;13,02;1,02;68028166
3527989;1 tube(s) aluminium verni de 10 g;20/04/2000;oui;30%;3,53;4,55;1,02;68029058
3807306;plaquette(s) PVC-Aluminium de 30 comprimé(s);19/10/2010;oui;65%;4,41;5,43;1,02;68029656
3807335;plaquette(s) PVC-Aluminium de 90 comprimé(s);19/10/2010;oui;65%;12,52;15,28;2,76;68029656
3584591;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);09/09/2002;oui;65%;1,65;2,67;1,02;68033779
3009735;2 seringue(s) préremplie(s) en verre de 0,4 ml;24/02/2021;oui;65%;8,61;9,63;1,02;68034607
3015712;plaquette(s) aluminium de 14 comprimé(s);02/12/2019;oui;65%;2,7;3,72;1,02;68035506
3015713;plaquette(s) aluminium de 28 comprimé(s);02/12/2019;oui;65%;5,03;6,05;1,02;68035506
3895368;60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2,5 ml;14/08/2009;oui;65%;10,81;11,83;1,02;68036348
2179078;plaquette(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s);12/03/2012;oui;65%;6,58;7,6;1,02;68037788
2179090;plaquette(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);12/03/2012;oui;65%;13,11;14,13;1,02;68037788
3671396;plaquette(s) PVC-Aluminium de 10 comprimé(s);08/07/2005;oui;65%;5,02;6,04;1,02;68039643
2740965;30 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);28/11/2013;oui;100%;113,6;114,62;1,02;68039999
3014634;plaquettes blanches PVC polyéthylène PVDC aluminium de 28 comprimé(s);08/04/2020;oui;65%;3,42;4,44;1,02;68040834
3014636;plaquettes blanches PVC polyéthylène PVDC aluminium de 90 comprimé(s);08/04/2020;oui;65%;10,53;13,29;2,76;68040834
3519205;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);01/10/2003;oui;65%;2,35;3,37;1,02;68045361
3728653;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);27/11/2008;oui;65%;6,1;8,86;2,76;68045361
3022481;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);13/07/2021;non;65%;7,93;8,95;1,02;68045849
3011537;plaquette(s) PVC PVDC aluminium de 30 gélule(s);04/09/2020;oui;65%;8,65;9,67;1,02;68046157
2170290;1 flacon(s) en verre - 1 flacon(s) en verre;17/12/2012;oui;65%;40,59;41,61;1,02;68046787
2786105;plaquette(s) PVC transparent-Aluminium de 30 gélule(s);13/11/2014;oui;65%;2,71;3,73;1,02;68052288
3488255;3 tube(s) polypropylène de 20  comprimé(s);22/04/2004;oui;30%;7,15;8,17;1,02;68053454
3005714;plaquette(s) PVC-Aluminium de 20 comprimé(s);11/07/2017;oui;15%;1,24;2,26;1,02;68054595
3394330;plaquette(s) thermoformée(s) PVC-aluminium de 12 comprimé(s);29/01/2001;oui;65%;2,22;3,24;1,02;68054823
3887050;plaquette(s) PVC-Aluminium de 7 comprimé(s);15/01/2010;oui;65%;1,71;2,73;1,02;68055124
3012915;plaquette(s) PVC aluminium de 56 gélule(s);18/02/2019;oui;65%;21,06;22,08;1,02;68055697
3001041;1 seringue(s) préremplie(s) en verre avec dispositif de sécurité de 0,5 ml avec tampon(s) alcoolisé(s);02/11/2015;oui;100%;68,14;69,16;1,02;68056062
3696290;plaquette(s) PVC-Aluminium de 30 comprimé(s);03/01/2006;oui;65%;5,29;6,31;1,02;68056436
3018635;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) avec fermeture de sécurité enfant;17/07/2020;oui;65%;3,25;4,27;1,02;68058063
3008458;1 flacon compte-gouttes polypropylène de 2,5 mL;07/11/2017;oui;65%;5,56;6,58;1,02;68058227
2236451;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);05/09/2014;oui;65%;3,64;4,66;1,02;68065816
2236474;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);04/04/2014;oui;65%;10,53;13,29;2,76;68065816
3758306;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);21/12/2006;oui;65%;4,66;5,68;1,02;68066416
3004093;plaquette(s) PVC-Aluminium de 15 comprimé(s);16/01/2017;oui;65%;1,96;2,98;1,02;68066715
3627509;plaquette(s) PVC-Aluminium de 20 comprimé(s);14/10/2003;oui;65%;2,51;3,53;1,02;68066715
3867202;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);10/02/2012;oui;65%;4,3;5,32;1,02;68067589
3879754;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);10/02/2012;oui;65%;12,62;15,38;2,76;68067589
4900034;plaquette(s) thermoformée(s) polyamide PVC-Aluminium de 28 comprimé(s);30/10/2015;oui;65%;9,32;10,34;1,02;68069647
3988437;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);25/06/2010;oui;65%;7,56;8,58;1,02;68070731
3988466;plaquette(s) PVC PVDC aluminium de 42 comprimé(s);25/06/2010;oui;65%;31,09;32,11;1,02;68070731
4900376;1 ampoule(s) en verre de 1 ml;11/12/2020;oui;65%;5,86;6,88;1,02;68072846
3004013;plaquette(s) PVC-Aluminium de 84 gélule(s);17/02/2020;oui;65%;11,14;12,16;1,02;68075899
3674868;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);01/07/2005;oui;65%;2,66;3,68;1,02;68076314
2699725;plaquette(s) polyamide PVC-Aluminium de 28 comprimé(s);10/03/2014;oui;65%;9,32;10,34;1,02;68077576
3799630;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);15/10/2008;oui;65%;10,53;13,29;2,76;68078991
3875667;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);14/09/2009;oui;65%;3,64;4,66;1,02;68078991
3001785;plaquette(s) PVC-Aluminium OPA : polyamide orienté aluminium de 60 comprimé(s);15/04/2016;oui;65%;22,56;23,58;1,02;68079965
3000353;flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);09/12/2015;oui;65%;49,77;50,79;1,02;68080241
3480443;plaquette(s) PVC-Aluminium de 90 comprimé(s);02/02/2009;oui;65%;10,53;13,29;2,76;68080825
3008286;1 flacon(s) polypropylène de 30 gélule(s);01/10/2018;oui;65%;3,35;4,37;1,02;68082491
3007489;28 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);11/09/2018;oui;65%;5,15;6,17;1,02;68082865
3010510;flacon(s) polypropylène de 28 comprimé(s);12/12/2018;oui;65%;5,15;6,17;1,02;68082865
3601125;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14  comprimé(s);03/03/2003;oui;65%;2,51;3,53;1,02;68085224
3601131;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28  comprimé(s);02/06/2003;oui;65%;4,65;5,67;1,02;68085224
3631712;plaquette(s) thermoformée(s) PVC PVDC aluminium de 96 gomme(s);02/01/2004;oui;65%;10,28;11,3;1,02;68085562
3923981;plaquette(s) aluminium non prédécoupée(s) de 14 comprimé(s);10/05/2010;oui;65%;3,27;4,29;1,02;68088245
3923998;plaquette(s) aluminium non prédécoupée(s) de 28 comprimé(s);26/04/2010;oui;65%;6,25;7,27;1,02;68088245
3844336;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);24/10/2008;oui;65%;1,99;3,01;1,02;68088430
3844342;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);24/10/2008;oui;65%;4,09;5,11;1,02;68088430
3015670;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 30 comprimé(s);16/10/2019;oui;65%;4,13;5,15;1,02;68091113
3015671;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 90 comprimé(s);16/10/2019;oui;65%;11,49;14,25;2,76;68091113
3010056;30 plaquette(s) OPA : polyamide orienté aluminium PVC de 1 comprimé(s);10/11/2017;oui;65%;155,22;156,24;1,02;68094554
3784545;plaquette(s) PVC PVDC TE (thermo-élastique) aluminium de 30 gélule(s);22/08/2007;oui;65%;3,69;4,71;1,02;68096904
3784551;plaquette(s) PVC PVDC TE (thermo-élastique) aluminium de 90 gélule(s);19/05/2008;oui;65%;10,13;12,89;2,76;68096904
3021021;plaquette(s) aluminium OPA : polyamide orienté PVC de 30 comprimé(s);27/09/2021;oui;65%;4,54;5,56;1,02;68099448
3022274;plaquette(s) aluminium OPA : polyamide orienté PVC de 90 comprimé(s);27/09/2021;oui;65%;13,27;16,03;2,76;68099448
3012511;plaquette(s) aluminium de 30 comprimé(s);04/12/2018;oui;65%;37,6;38,62;1,02;68099640
3011479;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);14/05/2019;oui;65%;14,49;15,51;1,02;68100377
3011481;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);14/05/2019;oui;65%;41,01;43,77;2,76;68100377
2697784;plaquette(s) PVC-Aluminium de 30 comprimé(s);24/02/2017;oui;65%;2,33;3,35;1,02;68104411
3506734;2 tube(s) polypropylène de 15 comprimé(s);15/02/2000;oui;65%;3,42;4,44;1,02;68106394
3016723;28 plaquette(s) PVC OPA : polyamide orienté aluminium de 1 comprimé (délivrance à l’unité);24/04/2019;oui;65%;8,72;9,74;1,02;68106558
3017973;1 flacon polyéthylène basse densité (PEBD) de 6 mL avec embout compte-gouttes polyéthylène haute densité (PEHD) et silicone;31/08/2021;oui;65%;6,77;7,79;1,02;68106914
3016024;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);28/02/2019;oui;65%;17,66;18,68;1,02;68107539
3698515;5 sachet(s) polytéréphtalate (PET) polyéthylène basse densité (PEBD) aluminium acrylonitrile de 1 dispositif(s);04/05/2006;oui;65%;10,42;11,44;1,02;68108025
3010811;1 flacon(s) en verre brun de 60 ml avec cuillère-mesure polystyrène;03/07/2018;oui;65%;1,49;2,51;1,02;68116292
3801025;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);06/11/2007;oui;65%;2,06;3,08;1,02;68117871
3867900;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);17/08/2012;oui;65%;3,75;4,77;1,02;68121332
3868118;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);17/08/2012;oui;65%;10,85;13,61;2,76;68121332
3665237;plaquette(s) aluminium PVC PVDC de 7 gélule(s);12/03/2007;oui;65%;18,3;19,32;1,02;68125487
2185877;plaquette(s) aluminium de 30 comprimé(s);01/02/2016;oui;65%;4,36;5,38;1,02;68125932
3724282;plaquette(s) thermoformée(s) PVC PVDC rouge aluminium de 30 comprimé(s);10/06/2010;oui;65%;8,97;9,99;1,02;68126062
3724307;plaquette(s) thermoformée(s) PVC PVDC rouge aluminium de 90 comprimé(s);02/02/2010;oui;65%;25,46;28,22;2,76;68126062
3624215;plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s);01/07/2004;oui;65%;2,58;3,6;1,02;68127381
3018952;plaquette(s) aluminium de 30 gélule(s);24/08/2021;non;15%;11,19;12,21;1,02;68129457
3010533;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);04/07/2019;oui;30%;7,48;8,5;1,02;68130153
3018572;plaquette(s) PVC-Aluminium de 6 comprimé(s);14/12/2020;oui;65%;7,39;8,41;1,02;68133135
3558197;plaquette(s) thermoformée(s) PVC-aluminium de 5 comprimé(s);23/01/2002;oui;65%;1,44;2,46;1,02;68133466
3558211;plaquette(s) thermoformée(s) PVC-aluminium de 15 comprimé(s);23/01/2002;oui;65%;2,58;3,6;1,02;68133466
3558234;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);18/07/2002;oui;65%;4,7;5,72;1,02;68133466
2801075;flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);10/09/2015;oui;65%;47,47;48,49;1,02;68134034
3632611;plaquette(s) thermoformée(s) PVC-Aluminium de 60  comprimé(s);22/05/2004;oui;65%;36,22;37,24;1,02;68135556
3006755;1 pilulier(s) polypropylène de 30 comprimé(s);18/04/2017;oui;65%;5,62;6,64;1,02;68137895
3006756;3 pilulier(s) polypropylène de 30 comprimé(s);18/04/2017;oui;65%;16,45;19,21;2,76;68137895
3012134;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 28 comprimé(s);20/04/2018;oui;65%;13,28;14,3;1,02;68139818
3012306;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);20/04/2018;oui;65%;40,25;43,01;2,76;68139818
4987598;plaquette(s) aluminium de 90 comprimé(s);25/06/2012;oui;65%;6,27;7,29;1,02;68139992
3609316;1 flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s);24/10/2003;oui;65%;3,58;4,6;1,02;68140336
3447569;plaquette(s) PVC PVDC aluminium de 28 gélule(s);06/06/2002;oui;65%;6,25;7,27;1,02;68143802
3594856;1 flacon(s) en verre de 5,25 g avec seringue pour administration orale polyéthylène polystyrène;30/09/2002;oui;65%;2,56;3,58;1,02;68144249
2774065;plaquette(s) aluminium de 28 comprimé(s);15/07/2015;oui;65%;5,15;6,17;1,02;68144676
3018860;1 flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s);27/04/2020;oui;15%;11,19;12,21;1,02;68144936
3867366;plaquette(s) aluminium de 30 comprimé(s);27/04/2009;oui;65%;3,64;4,66;1,02;68147971
3006956;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);16/05/2017;oui;65%;2,92;3,94;1,02;68153561
3006958;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);16/05/2017;oui;65%;8,22;9,24;1,02;68153561
4159536;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);13/12/2017;oui;65%;3,75;4,77;1,02;68155046
3016301;plaquette(s) PVC PVDC aluminium de 2 comprimé(s);29/04/2021;oui;65%;9,84;10,86;1,02;68156080
3016304;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);29/04/2021;oui;65%;29,12;31,88;2,76;68156080
2795216;plaquette(s) PVC PVDC aluminium de 30 gélule(s);19/11/2014;oui;65%;2,71;3,73;1,02;68156269
3005051;flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s) avec fermeture de sécurité enfant;20/07/2016;oui;65%;3,69;4,71;1,02;68158195
3797737;plaquette(s) PVC PVDC aluminium de 30 gélule(s);22/08/2007;oui;65%;3,69;4,71;1,02;68158195
3797743;plaquette(s) PVC PVDC aluminium de 90 gélule(s);22/08/2007;oui;65%;10,13;12,89;2,76;68158195
2784046;pilulier(s) polypropylène de 30 comprimé(s);01/10/2014;oui;65%;3,64;4,66;1,02;68159048
2784075;pilulier(s) polypropylène de 90 comprimé(s);01/10/2014;oui;65%;10,53;13,29;2,76;68159048
3013404;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);03/07/2019;oui;65%;10,92;11,94;1,02;68159596
3664887;plaquette(s) polyamide aluminium PVC de 28 comprimé(s);30/12/2004;oui;65%;3,42;4,44;1,02;68162083
3765536;plaquette(s) polyamide aluminium PVC de 84 comprimé(s);06/04/2010;oui;65%;9,83;12,59;2,76;68162083
2661510;1 tube(s) aluminium verni de 30 g;17/03/2014;oui;30%;2,5;3,52;1,02;68162667
3019828;1 flacon(s) polyéthylène basse densité (PEBD) de 5 ml avec embout(s) de dispensation polyéthylène basse densité (PEBD);15/07/2020;oui;65%;4,2;5,22;1,02;68162770
2686102;plaquette(s) formée(s) à froid aluminium polyamide PVC-Aluminium de 15 comprimé(s);15/12/2015;oui;30%;1,89;2,91;1,02;68165033
2686119;plaquette(s) formée(s) à froid aluminium polyamide PVC-Aluminium de 30 comprimé(s);15/12/2015;oui;30%;3,46;4,48;1,02;68165033
2778904;28 plaquette(s) PVC PVDC aluminium avec fermeture de sécurité enfant de 1 comprimé(s);19/02/2018;oui;65%;13,88;14,9;1,02;68167080
3576410;plaquette(s) PVC-Aluminium PVDC de 30 comprimé(s);21/01/2002;oui;65%;3,64;4,66;1,02;68170799
2761022;1 tube(s) aluminium verni de 15 g;03/11/2016;oui;30%;3,09;4,11;1,02;68172597
3655115;30 sachet(s)-dose(s) papier aluminium complexe résine(s);26/05/2005;oui;65%;3,04;4,06;1,02;68173560
3658438;60 récipient(s) unidose(s) polyéthylène de 2,5 ml;31/01/2006;oui;65%;10,81;11,83;1,02;68174071
4900169;plaquette(s) thermoformée(s) PVC aluminium de 6 comprimé(s);07/05/2018;oui;65%;7,75;8,77;1,02;68175764
3748532;plaquette(s) PVC polyéthylène PVDC aluminium suremballée(s)/surpochée(s) de 50 gélule(s);01/08/2013;oui;100%;72,73;73,75;1,02;68176916
3532298;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);22/06/2001;oui;65%;3,42;4,44;1,02;68178924
4900091;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s);02/03/2021;oui;100%;78,5;79,52;1,02;68179481
3715030;plaquette(s) PVC aluminium de 30 comprimé(s);10/10/2008;oui;65%;3,37;4,39;1,02;68179830
4969761;plaquette(s) aluminium PVC PVDC de 30 gélule(s);16/04/2016;oui;65%;5,4;6,42;1,02;68181404
3702429;5 cartouche(s) en verre dans stylo pré-rempli de 3 ml;08/01/2007;oui;65%;33,99;35,01;1,02;68182431
3465917;plaquette(s) PVC-Aluminium de 7 gélule(s);16/03/2009;oui;65%;18,3;19,32;1,02;68182495
3820152;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 gélule(s);03/11/2008;oui;30%;5,64;6,66;1,02;68183914
3000557;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);23/11/2015;oui;65%;5,97;6,99;1,02;68186440
3000563;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);23/11/2015;oui;65%;16,89;19,65;2,76;68186440
3009765;2 seringue(s) préremplie(s) en verre de 0,8 ml;24/02/2021;oui;65%;11,1;12,12;1,02;68192016
3007185;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);03/10/2017;oui;65%;1,73;2,75;1,02;68196071
4912040;plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);15/12/2010;oui;65%;1,73;2,75;1,02;68196071
4912117;plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s);07/12/2010;oui;65%;4,32;5,34;1,02;68196071
3001031;plaquette(s) prédécoupée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);15/09/2015;oui;65%;16,02;17,04;1,02;68198108
3001033;plaquette(s) prédécoupée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 60 comprimé(s);15/09/2015;oui;65%;31,63;32,65;1,02;68198108
3018820;30 plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVDC PVC-Aluminium de 1 comprimé(s);05/11/2020;oui;30%;7,48;8,5;1,02;68198987
2240352;plaquette(s) aluminium de 14 comprimé(s);14/12/2012;oui;65%;2,7;3,72;1,02;68203174
2240381;plaquette(s) aluminium de 28 comprimé(s);14/12/2012;oui;65%;5,03;6,05;1,02;68203174
3007745;5 poche(s) en polypropylène SEBS : styrène-éthylène-butylène-styrène copolyester-éther suremballée(s)/surpochée(s) à 3 compartiments de 625 mL (250 mL de solution d’acides aminés + 125 mL d’émulsion lipidique + 250 mL de solution de glucose);28/02/2019;oui;65%;84,21;85,23;1,02;68204461
3007746;5 poche(s) en polypropylène SEBS : styrène-éthylène-butylène-styrène copolyester-éther suremballée(s)/surpochée(s) à 3 compartiments de 1250 mL (500 mL de solution d’acides aminés + 250 mL d’émulsion lipidique + 500 mL de solution de glucose);16/04/2019;oui;65%;138,16;139,18;1,02;68204461
3007747;5 poche(s) en polypropylène SEBS : styrène-éthylène-butylène-styrène copolyester-éther suremballée(s)/surpochée(s) à 3 compartiments de 1875 mL (750 mL de solution d’acides aminés + 375 mL d’émulsion lipidique + 750 mL de solution de glucose);03/04/2019;oui;65%;154,8;155,82;1,02;68204461
3016464;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant polypropylène de 30 comprimé(s);20/03/2019;oui;100%;160,24;161,26;1,02;68205182
3880214;plaquette(s) PVC polyéthylène PVDC aluminium papier avec fermeture de sécurité enfant de 21 comprimé(s);29/07/2009;oui;65%;7,9;8,92;1,02;68209070
2762903;plaquette(s) aluminium de 30 comprimé(s);05/01/2014;oui;65%;3,75;4,77;1,02;68209355
2762932;plaquette(s) aluminium de 90 comprimé(s);05/01/2014;oui;65%;10,85;13,61;2,76;68209355
3462422;1 flacon(s) en verre brun de 40 ml avec adaptateur avec seringue doseuse pour administration orale;15/03/2000;oui;65%;4,85;5,87;1,02;68211089
3022463;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);02/11/2021;non;65%;4,36;5,38;1,02;68212077
3355175;1 flacon(s) en verre de 120 ml avec pipette doseuse;02/04/2012;oui;65%;3,97;4,99;1,02;68213528
3474827;plaquette(s) thermoformée(s) PVC-aluminium de 28 comprimé(s);01/03/2001;oui;65%;4,6;5,62;1,02;68217804
3723934;plaquette(s) PVC-Aluminium de 84 comprimé(s);23/04/2007;oui;65%;16,67;19,43;2,76;68220145
3018143;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);12/07/2021;non;65%;8,72;9,74;1,02;68220323
3012139;30 plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 1 comprimé(s);26/02/2019;oui;100%;160,24;161,26;1,02;68220711
3765890;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);25/10/2011;oui;65%;3,94;4,96;1,02;68220857
3765921;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);11/10/2011;oui;65%;10,9;13,66;2,76;68220857
3634449;plaquette(s) aluminium de 28 comprimé(s);01/09/2004;oui;65%;4,19;5,21;1,02;68227652
3019745;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);26/08/2020;oui;65%;4,36;5,38;1,02;68228761
3019749;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);09/10/2020;oui;65%;12,81;15,57;2,76;68228761
3702168;plaquette(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s);22/07/2006;oui;65%;8,84;9,86;1,02;68229767
3702180;plaquette(s) PVC polyéthylène PVDC aluminium de 12 comprimé(s);12/11/2007;oui;65%;26,42;29,18;2,76;68229767
3544309;plaquette(s) thermoformée(s) aluminium de 12 comprimé(s);09/07/2001;oui;65%;13,11;14,13;1,02;68232350
4153261;plaquette(s) aluminium de 30 comprimé(s);28/08/2013;oui;65%;4,36;5,38;1,02;68232578
4153284;plaquette(s) aluminium de 90 comprimé(s);09/09/2013;oui;65%;12,81;15,57;2,76;68232578
3944256;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s);23/09/2009;oui;65%;46,61;47,63;1,02;68232927
3886346;12 sachet(s)-dose(s) papier aluminium polyéthylène;17/04/2009;oui;65%;1,16;2,18;1,02;68234981
3797051;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);20/11/2007;oui;65%;26,86;27,88;1,02;68238175
3616003;plaquette(s) PVC-Aluminium de 28 gélule(s);05/06/2003;oui;65%;4,95;5,97;1,02;68238848
3657321;20 récipient(s) unidose(s) polyéthylène suremballée(s)/surpochée(s) de 2 ml;22/03/2017;oui;65%;5,4;6,42;1,02;68242177
3013226;plaquette(s) PVC aluminium avec fermeture de sécurité enfant de 28 comprimé(s);06/11/2018;oui;30%;4,64;5,66;1,02;68243717
3867544;plaquette(s) PVC-Aluminium de 30 comprimé(s);20/06/2019;oui;65%;8,88;9,9;1,02;68247092
3611508;plaquette(s) thermoformée(s) PVC-Aluminium de 16  comprimé(s);25/04/2003;oui;65%;1,07;2,09;1,02;68249079
3831084;1 flacon(s) polyéthylène basse densité (PEBD) de 30 g;02/04/2008;oui;30%;2,43;3,45;1,02;68250551
2244427;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);27/06/2017;oui;65%;3,75;4,77;1,02;68251475
2244479;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);30/05/2017;oui;65%;10,85;13,61;2,76;68251475
3013969;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 comprimé(s);19/07/2018;oui;65%;3,75;4,77;1,02;68251475
2793878;plaquette(s) PVC-Aluminium de 84 comprimé(s);17/07/2017;oui;65%;23,27;24,29;1,02;68256084
2241541;plaquette(s) thermoformée(s) aluminium polyamide PVC de 28 comprimé(s);10/09/2012;oui;65%;9,66;10,68;1,02;68256216
